Tempo/s,VazaoEntrada,Level/m,Vazao,DeltaHt,DeltaQx
475,1422.8,4.0341,1643.7,-0.00010726,0
476,1424.5,4.034,1643.7,-0.00010728,4.834e-05
477,1426.2,4.0339,1643.6,-0.0001073,9.6455e-05
478,1427.9,4.0338,1643.6,-0.00010732,0.00014434
479,1429.6,4.0337,1643.6,-0.00010733,0.00019201
480,1431.3,4.0336,1643.5,-0.00010735,0.00023945
481,1432.9,4.0335,1643.5,-0.00010737,0.00028666
482,1434.6,4.0334,1643.5,-0.00010738,0.00033365
483,1436.2,4.0333,1643.5,-0.0001074,0.00038042
484,1437.9,4.0331,1643.4,-0.00010742,0.00042696
485,1439.5,4.033,1643.4,-0.00010743,0.00047327
486,1441.1,4.0329,1643.4,-0.00010745,0.00051936
487,1442.7,4.0328,1643.3,-0.00010746,0.00056523
488,1444.2,4.0327,1643.3,-0.00010748,0.00061087
489,1445.8,4.0326,1643.3,-0.00010749,0.00065628
490,1447.3,4.0325,1643.2,-0.00010751,0.00070147
491,1448.9,4.0324,1643.2,-0.00010752,0.00074644
492,1450.4,4.0323,1643.2,-0.00010754,0.00079118
493,1451.9,4.0322,1643.1,-0.00010755,0.0008357
494,1453.4,4.0321,1643.1,-0.00010757,0.00087999
495,1454.9,4.032,1643.1,-0.00010758,0.00092407
496,1456.4,4.0319,1643,-0.00010759,0.00096791
497,1457.9,4.0317,1643,-0.00010761,0.0010115
498,1459.3,4.0316,1643,-0.00010762,0.0010549
499,1460.8,4.0315,1642.9,-0.00010763,0.0010981
500,1462.2,4.0314,1642.9,-0.00010765,0.0011411
501,1463.6,4.0313,1642.9,-0.00010766,0.0011838
502,1465.1,4.0312,1642.8,-0.00010767,0.0012263
503,1466.5,4.0311,1642.8,-0.00010768,0.0012686
504,1467.8,4.031,1642.8,-0.0001077,0.0013107
505,1469.2,4.0309,1642.7,-0.00010771,0.0013525
506,1470.6,4.0308,1642.7,-0.00010772,0.0013942
507,1472,4.0307,1642.6,-0.00010773,0.0014356
508,1473.3,4.0306,1642.6,-0.00010774,0.0014768
509,1474.6,4.0305,1642.6,-0.00010775,0.0015178
510,1476,4.0303,1642.5,-0.00010776,0.0015585
511,1477.3,4.0302,1642.5,-0.00010778,0.001599
512,1478.6,4.0301,1642.5,-0.00010779,0.0016394
513,1479.9,4.03,1642.4,-0.0001078,0.0016795
514,1481.2,4.0299,1642.4,-0.00010781,0.0017193
515,1482.4,4.0298,1642.3,-0.00010782,0.001759
516,1483.7,4.0297,1642.3,-0.00010783,0.0017985
517,1485,4.0296,1642.3,-0.00010784,0.0018377
518,1486.2,4.0295,1642.2,-0.00010785,0.0018767
519,1487.4,4.0294,1642.2,-0.00010786,0.0019155
520,1488.7,4.0293,1642.1,-0.00010786,0.0019541
521,1489.9,4.0292,1642.1,-0.00010787,0.0019925
522,1491.1,4.0291,1642.1,-0.00010788,0.0020307
523,1492.3,4.0289,1642,-0.00010789,0.0020686
524,1493.5,4.0288,1642,-0.0001079,0.0021064
525,1494.6,4.0287,1641.9,-0.00010791,0.0021439
526,1495.8,4.0286,1641.9,-0.00010792,0.0021812
527,1497,4.0285,1641.8,-0.00010792,0.0022183
528,1498.1,4.0284,1641.8,-0.00010793,0.0022552
529,1499.2,4.0283,1641.8,-0.00010794,0.0022919
530,1500.4,4.0282,1641.7,-0.00010795,0.0023284
531,1501.5,4.0281,1641.7,-0.00010795,0.0023646
532,1502.6,4.028,1641.6,-0.00010796,0.0024007
533,1503.7,4.0279,1641.6,-0.00010797,0.0024366
534,1504.8,4.0278,1641.5,-0.00010798,0.0024722
535,1505.9,4.0277,1641.5,-0.00010798,0.0025077
