Tempo/s,VazaoEntrada,Level/m,Vazao,DeltaHt,DeltaQx
214,1033.8,4.4835,1208.4,-0.00010211,0
215,1035.4,4.4834,1208.6,-0.00010236,3.4967e-05
216,1037,4.4833,1208.9,-0.00010261,6.9823e-05
217,1038.6,4.4832,1209.2,-0.00010285,0.00010457
218,1040.1,4.4831,1209.5,-0.0001031,0.0001392
219,1041.7,4.4829,1209.8,-0.00010334,0.00017372
220,1043.2,4.4828,1210.1,-0.00010358,0.00020812
221,1044.8,4.4827,1210.3,-0.00010382,0.00024241
222,1046.3,4.4826,1210.6,-0.00010406,0.00027659
223,1047.8,4.4825,1210.9,-0.0001043,0.00031065
224,1049.3,4.4824,1211.1,-0.00010453,0.00034459
225,1050.8,4.4823,1211.4,-0.00010477,0.00037842
226,1052.3,4.4822,1211.7,-0.000105,0.00041213
227,1053.7,4.4821,1211.9,-0.00010523,0.00044572
228,1055.2,4.482,1212.2,-0.00010546,0.0004792
229,1056.7,4.4819,1212.4,-0.00010569,0.00051255
230,1058.1,4.4818,1212.7,-0.00010591,0.00054579
231,1059.5,4.4817,1212.9,-0.00010614,0.00057891
232,1061,4.4816,1213.2,-0.00010636,0.00061191
233,1062.4,4.4815,1213.4,-0.00010658,0.00064478
234,1063.8,4.4814,1213.7,-0.0001068,0.00067754
235,1065.2,4.4813,1213.9,-0.00010702,0.00071018
236,1066.5,4.4812,1214.2,-0.00010724,0.00074269
237,1067.9,4.481,1214.4,-0.00010745,0.00077509
238,1069.3,4.4809,1214.6,-0.00010767,0.00080736
239,1070.6,4.4808,1214.9,-0.00010788,0.00083951
240,1072,4.4807,1215.1,-0.00010809,0.00087153
241,1073.3,4.4806,1215.3,-0.0001083,0.00090344
242,1074.6,4.4805,1215.5,-0.00010851,0.00093522
243,1075.9,4.4804,1215.8,-0.00010872,0.00096688
244,1077.2,4.4803,1216,-0.00010892,0.00099841
245,1078.5,4.4802,1216.2,-0.00010913,0.0010298
246,1079.8,4.4801,1216.4,-0.00010933,0.0010611
247,1081.1,4.48,1216.6,-0.00010953,0.0010923
248,1082.4,4.4798,1216.8,-0.00010973,0.0011233
249,1083.6,4.4797,1217,-0.00010993,0.0011542
250,1084.9,4.4796,1217.3,-0.00011013,0.001185
251,1086.1,4.4795,1217.5,-0.00011033,0.0012157
252,1087.3,4.4794,1217.7,-0.00011052,0.0012462
253,1088.5,4.4793,1217.9,-0.00011071,0.0012766
254,1089.8,4.4792,1218.1,-0.00011091,0.0013069
255,1091,4.4791,1218.3,-0.0001111,0.001337
256,1092.2,4.479,1218.4,-0.00011129,0.0013671
257,1093.3,4.4788,1218.6,-0.00011147,0.001397
258,1094.5,4.4787,1218.8,-0.00011166,0.0014267
259,1095.7,4.4786,1219,-0.00011185,0.0014564
260,1096.8,4.4785,1219.2,-0.00011203,0.0014859
261,1098,4.4784,1219.4,-0.00011221,0.0015153
262,1099.1,4.4783,1219.6,-0.0001124,0.0015446
263,1100.3,4.4782,1219.8,-0.00011258,0.0015737
264,1101.4,4.4781,1219.9,-0.00011275,0.0016027
265,1102.5,4.4779,1220.1,-0.00011293,0.0016316
266,1103.6,4.4778,1220.3,-0.00011311,0.0016604
267,1104.7,4.4777,1220.5,-0.00011328,0.001689
268,1105.8,4.4776,1220.6,-0.00011346,0.0017175
269,1106.9,4.4775,1220.8,-0.00011363,0.0017459
270,1108,4.4774,1221,-0.0001138,0.0017742
271,1109,4.4773,1221.1,-0.00011397,0.0018023
272,1110.1,4.4772,1221.3,-0.00011414,0.0018303
273,1111.1,4.477,1221.5,-0.00011431,0.0018582
274,1112.2,4.4769,1221.6,-0.00011448,0.0018859
275,1113.2,4.4768,1221.8,-0.00011464,0.0019135
276,1114.2,4.4767,1221.9,-0.00011481,0.001941
277,1115.3,4.4766,1222.1,-0.00011497,0.0019684
278,1116.3,4.4765,1222.2,-0.00011514,0.0019956
279,1117.3,4.4763,1222.4,-0.0001153,0.0020227
280,1118.3,4.4762,1222.5,-0.00011546,0.0020497
281,1119.3,4.4761,1222.7,-0.00011562,0.0020766
282,1120.2,4.476,1222.8,-0.00011577,0.0021033
283,1121.2,4.4759,1223,-0.00011593,0.0021299
284,1122.2,4.4758,1223.1,-0.00011608,0.0021564
285,1123.1,4.4757,1223.3,-0.00011624,0.0021828
286,1124.1,4.4755,1223.4,-0.00011639,0.002209
287,1125,4.4754,1223.5,-0.00011654,0.0022351
288,1126,4.4753,1223.7,-0.0001167,0.0022611
289,1126.9,4.4752,1223.8,-0.00011685,0.0022869
290,1127.8,4.4751,1224,-0.00011699,0.0023126
291,1128.7,4.4749,1224.1,-0.00011714,0.0023382
292,1129.7,4.4748,1224.2,-0.00011729,0.0023637
293,1130.6,4.4747,1224.3,-0.00011744,0.002389
294,1131.4,4.4746,1224.5,-0.00011758,0.0024143
295,1132.3,4.4745,1224.6,-0.00011772,0.0024394
296,1133.2,4.4744,1224.7,-0.00011787,0.0024643
297,1134.1,4.4742,1224.9,-0.00011801,0.0024892
298,1135,4.4741,1225,-0.00011815,0.0025139
299,1135.8,4.474,1225.1,-0.00011829,0.0025385
300,1136.7,4.4739,1225.2,-0.00011843,0.002563
301,1137.5,4.4738,1225.3,-0.00011856,0.0025874
302,1138.3,4.4736,1225.4,-0.0001187,0.0026116
303,1139.2,4.4735,1225.6,-0.00011884,0.0026357
304,1140,4.4734,1225.7,-0.00011897,0.0026597
305,1140.8,4.4733,1225.8,-0.0001191,0.0026836
306,1141.6,4.4732,1225.9,-0.00011924,0.0027073
307,1142.4,4.4731,1226,-0.00011937,0.0027309
308,1143.2,4.4729,1226.1,-0.0001195,0.0027544
309,1144,4.4728,1226.2,-0.00011963,0.0027778
310,1144.8,4.4727,1226.3,-0.00011976,0.002801
311,1145.6,4.4726,1226.4,-0.00011988,0.0028242
312,1146.4,4.4725,1226.5,-0.00012001,0.0028472
313,1147.2,4.4723,1226.6,-0.00012014,0.0028701
314,1147.9,4.4722,1226.7,-0.00012026,0.0028929
315,1148.7,4.4721,1226.8,-0.00012039,0.0029155
316,1149.4,4.472,1226.9,-0.00012051,0.002938
317,1150.2,4.4719,1227,-0.00012063,0.0029605
318,1150.9,4.4717,1227.1,-0.00012075,0.0029828
319,1151.6,4.4716,1227.2,-0.00012087,0.0030049
320,1152.4,4.4715,1227.3,-0.00012099,0.003027
321,1153.1,4.4714,1227.4,-0.00012111,0.0030489
322,1153.8,4.4712,1227.5,-0.00012123,0.0030708
323,1154.5,4.4711,1227.6,-0.00012134,0.0030925
324,1155.2,4.471,1227.7,-0.00012146,0.003114
325,1155.9,4.4709,1227.8,-0.00012157,0.0031355
326,1156.6,4.4708,1227.8,-0.00012169,0.0031569
327,1157.3,4.4706,1227.9,-0.0001218,0.0031781
328,1158,4.4705,1228,-0.00012191,0.0031992
329,1158.7,4.4704,1228.1,-0.00012203,0.0032202
330,1159.3,4.4703,1228.2,-0.00012214,0.0032411
331,1160,4.4701,1228.3,-0.00012225,0.0032619
332,1160.6,4.47,1228.3,-0.00012236,0.0032826
333,1161.3,4.4699,1228.4,-0.00012246,0.0033031
334,1161.9,4.4698,1228.5,-0.00012257,0.0033236
335,1162.6,4.4697,1228.6,-0.00012268,0.0033439
336,1163.2,4.4695,1228.6,-0.00012278,0.0033641
337,1163.9,4.4694,1228.7,-0.00012289,0.0033842
338,1164.5,4.4693,1228.8,-0.00012299,0.0034042
339,1165.1,4.4692,1228.9,-0.0001231,0.003424
340,1165.7,4.469,1228.9,-0.0001232,0.0034438
341,1166.3,4.4689,1229,-0.0001233,0.0034634
342,1166.9,4.4688,1229.1,-0.0001234,0.003483
343,1167.5,4.4687,1229.1,-0.0001235,0.0035024
344,1168.1,4.4685,1229.2,-0.0001236,0.0035217
345,1168.7,4.4684,1229.3,-0.0001237,0.0035409
346,1169.3,4.4683,1229.3,-0.0001238,0.00356
347,1169.9,4.4682,1229.4,-0.00012389,0.003579
348,1170.5,4.4681,1229.5,-0.00012399,0.0035979
349,1171.1,4.4679,1229.5,-0.00012409,0.0036167
350,1171.6,4.4678,1229.6,-0.00012418,0.0036353
351,1172.2,4.4677,1229.6,-0.00012427,0.0036539
352,1172.7,4.4676,1229.7,-0.00012437,0.0036723
353,1173.3,4.4674,1229.7,-0.00012446,0.0036907
354,1173.8,4.4673,1229.8,-0.00012455,0.0037089
355,1174.4,4.4672,1229.9,-0.00012464,0.003727
356,1174.9,4.4671,1229.9,-0.00012473,0.0037451
357,1175.5,4.4669,1230,-0.00012482,0.003763
358,1176,4.4668,1230,-0.00012491,0.0037808
359,1176.5,4.4667,1230.1,-0.000125,0.0037985
360,1177,4.4666,1230.1,-0.00012509,0.0038161
361,1177.6,4.4664,1230.2,-0.00012518,0.0038336
362,1178.1,4.4663,1230.2,-0.00012526,0.003851
363,1178.6,4.4662,1230.3,-0.00012535,0.0038683
364,1179.1,4.4661,1230.3,-0.00012543,0.0038855
365,1179.6,4.4659,1230.4,-0.00012552,0.0039026
366,1180.1,4.4658,1230.4,-0.0001256,0.0039196
367,1180.6,4.4657,1230.5,-0.00012568,0.0039365
368,1181.1,4.4656,1230.5,-0.00012577,0.0039533
369,1181.5,4.4654,1230.5,-0.00012585,0.00397
370,1182,4.4653,1230.6,-0.00012593,0.0039865
371,1182.5,4.4652,1230.6,-0.00012601,0.004003
372,1183,4.465,1230.7,-0.00012609,0.0040194
373,1183.4,4.4649,1230.7,-0.00012617,0.0040357
374,1183.9,4.4648,1230.7,-0.00012624,0.0040519
375,1184.3,4.4647,1230.8,-0.00012632,0.004068
376,1184.8,4.4645,1230.8,-0.0001264,0.004084
377,1185.2,4.4644,1230.9,-0.00012648,0.0040999
378,1185.7,4.4643,1230.9,-0.00012655,0.0041157
379,1186.1,4.4642,1230.9,-0.00012663,0.0041314
380,1186.6,4.464,1231,-0.0001267,0.004147
381,1187,4.4639,1231,-0.00012678,0.0041626
382,1187.4,4.4638,1231,-0.00012685,0.004178
383,1187.9,4.4637,1231.1,-0.00012692,0.0041933
384,1188.3,4.4635,1231.1,-0.00012699,0.0042085
385,1188.7,4.4634,1231.1,-0.00012706,0.0042237
386,1189.1,4.4633,1231.2,-0.00012714,0.0042387
387,1189.5,4.4631,1231.2,-0.00012721,0.0042537
388,1189.9,4.463,1231.2,-0.00012728,0.0042685
389,1190.3,4.4629,1231.2,-0.00012734,0.0042833
390,1190.7,4.4628,1231.3,-0.00012741,0.004298
391,1191.1,4.4626,1231.3,-0.00012748,0.0043126
392,1191.5,4.4625,1231.3,-0.00012755,0.0043271
393,1191.9,4.4624,1231.3,-0.00012762,0.0043415
394,1192.3,4.4623,1231.4,-0.00012768,0.0043558
395,1192.7,4.4621,1231.4,-0.00012775,0.00437
396,1193.1,4.462,1231.4,-0.00012781,0.0043841
397,1193.5,4.4619,1231.4,-0.00012788,0.0043982
398,1193.8,4.4617,1231.5,-0.00012794,0.0044122
399,1194.2,4.4616,1231.5,-0.00012801,0.004426
400,1194.6,4.4615,1231.5,-0.00012807,0.0044398
401,1194.9,4.4614,1231.5,-0.00012813,0.0044535
402,1195.3,4.4612,1231.5,-0.00012819,0.0044671
403,1195.6,4.4611,1231.6,-0.00012825,0.0044806
404,1196,4.461,1231.6,-0.00012832,0.0044941
405,1196.3,4.4608,1231.6,-0.00012838,0.0045074
406,1196.7,4.4607,1231.6,-0.00012844,0.0045207
407,1197,4.4606,1231.6,-0.0001285,0.0045339
408,1197.4,4.4605,1231.6,-0.00012855,0.004547
409,1197.7,4.4603,1231.7,-0.00012861,0.00456
410,1198.1,4.4602,1231.7,-0.00012867,0.0045729
411,1198.4,4.4601,1231.7,-0.00012873,0.0045858
412,1198.7,4.4599,1231.7,-0.00012878,0.0045985
413,1199,4.4598,1231.7,-0.00012884,0.0046112
414,1199.4,4.4597,1231.7,-0.0001289,0.0046238
415,1199.7,4.4596,1231.7,-0.00012895,0.0046363
416,1200,4.4594,1231.8,-0.00012901,0.0046488
417,1200.3,4.4593,1231.8,-0.00012906,0.0046611
418,1200.6,4.4592,1231.8,-0.00012912,0.0046734
419,1200.9,4.459,1231.8,-0.00012917,0.0046856
420,1201.2,4.4589,1231.8,-0.00012922,0.0046977
421,1201.5,4.4588,1231.8,-0.00012927,0.0047098
422,1201.8,4.4587,1231.8,-0.00012933,0.0047217
423,1202.1,4.4585,1231.8,-0.00012938,0.0047336
424,1202.4,4.4584,1231.8,-0.00012943,0.0047454
425,1202.7,4.4583,1231.8,-0.00012948,0.0047572
426,1203,4.4581,1231.8,-0.00012953,0.0047688
427,1203.3,4.458,1231.8,-0.00012958,0.0047804
428,1203.6,4.4579,1231.8,-0.00012963,0.0047919
429,1203.8,4.4577,1231.8,-0.00012968,0.0048033
430,1204.1,4.4576,1231.8,-0.00012973,0.0048146
431,1204.4,4.4575,1231.8,-0.00012978,0.0048259
432,1204.7,4.4574,1231.9,-0.00012982,0.0048371
433,1204.9,4.4572,1231.9,-0.00012987,0.0048482
434,1205.2,4.4571,1231.9,-0.00012992,0.0048593
435,1205.5,4.457,1231.9,-0.00012996,0.0048703
436,1205.7,4.4568,1231.9,-0.00013001,0.0048812
437,1206,4.4567,1231.9,-0.00013005,0.004892
438,1206.2,4.4566,1231.9,-0.0001301,0.0049028
439,1206.5,4.4564,1231.9,-0.00013014,0.0049134
440,1206.8,4.4563,1231.9,-0.00013019,0.0049241
441,1207,4.4562,1231.9,-0.00013023,0.0049346
442,1207.2,4.4561,1231.8,-0.00013028,0.0049451
443,1207.5,4.4559,1231.8,-0.00013032,0.0049555
444,1207.7,4.4558,1231.8,-0.00013036,0.0049658
445,1208,4.4557,1231.8,-0.0001304,0.0049761
446,1208.2,4.4555,1231.8,-0.00013045,0.0049863
447,1208.4,4.4554,1231.8,-0.00013049,0.0049964
448,1208.7,4.4553,1231.8,-0.00013053,0.0050065
449,1208.9,4.4551,1231.8,-0.00013057,0.0050164
450,1209.1,4.455,1231.8,-0.00013061,0.0050264
451,1209.4,4.4549,1231.8,-0.00013065,0.0050362
452,1209.6,4.4547,1231.8,-0.00013069,0.005046
453,1209.8,4.4546,1231.8,-0.00013073,0.0050557
454,1210,4.4545,1231.8,-0.00013077,0.0050654
455,1210.2,4.4544,1231.8,-0.0001308,0.005075
456,1210.5,4.4542,1231.8,-0.00013084,0.0050845
457,1210.7,4.4541,1231.8,-0.00013088,0.0050939
458,1210.9,4.454,1231.8,-0.00013092,0.0051033
459,1211.1,4.4538,1231.7,-0.00013095,0.0051127
460,1211.3,4.4537,1231.7,-0.00013099,0.0051219
461,1211.5,4.4536,1231.7,-0.00013103,0.0051311
462,1211.7,4.4534,1231.7,-0.00013106,0.0051403
463,1211.9,4.4533,1231.7,-0.0001311,0.0051493
464,1212.1,4.4532,1231.7,-0.00013113,0.0051583
465,1212.3,4.453,1231.7,-0.00013117,0.0051673
466,1212.5,4.4529,1231.7,-0.0001312,0.0051762
467,1212.7,4.4528,1231.7,-0.00013124,0.005185
468,1212.9,4.4527,1231.6,-0.00013127,0.0051938
469,1213.1,4.4525,1231.6,-0.0001313,0.0052025
470,1213.2,4.4524,1231.6,-0.00013134,0.0052111
471,1213.4,4.4523,1231.6,-0.00013137,0.0052197
472,1213.6,4.4521,1231.6,-0.0001314,0.0052282
473,1213.8,4.452,1231.6,-0.00013143,0.0052367
474,1214,4.4519,1231.6,-0.00013147,0.0052451
475,1214.1,4.4517,1231.5,-0.0001315,0.0052534
476,1214.3,4.4516,1231.5,-0.00013153,0.0052617
477,1214.5,4.4515,1231.5,-0.00013156,0.0052699
478,1214.7,4.4513,1231.5,-0.00013159,0.0052781
479,1214.8,4.4512,1231.5,-0.00013162,0.0052862
480,1215,4.4511,1231.5,-0.00013165,0.0052943
481,1215.2,4.4509,1231.4,-0.00013168,0.0053023
482,1215.3,4.4508,1231.4,-0.00013171,0.0053102
483,1215.5,4.4507,1231.4,-0.00013174,0.0053181
484,1215.6,4.4505,1231.4,-0.00013177,0.0053259
485,1215.8,4.4504,1231.4,-0.00013179,0.0053337
486,1216,4.4503,1231.3,-0.00013182,0.0053414
487,1216.1,4.4502,1231.3,-0.00013185,0.0053491
488,1216.3,4.45,1231.3,-0.00013188,0.0053567
489,1216.4,4.4499,1231.3,-0.0001319,0.0053642
490,1216.6,4.4498,1231.3,-0.00013193,0.0053717
491,1216.7,4.4496,1231.2,-0.00013196,0.0053792
492,1216.9,4.4495,1231.2,-0.00013198,0.0053866
493,1217,4.4494,1231.2,-0.00013201,0.0053939
494,1217.1,4.4492,1231.2,-0.00013203,0.0054012
495,1217.3,4.4491,1231.2,-0.00013206,0.0054084
496,1217.4,4.449,1231.1,-0.00013209,0.0054156
497,1217.6,4.4488,1231.1,-0.00013211,0.0054227
498,1217.7,4.4487,1231.1,-0.00013213,0.0054298
499,1217.8,4.4486,1231.1,-0.00013216,0.0054369
500,1218,4.4484,1231,-0.00013218,0.0054438
501,1218.1,4.4483,1231,-0.00013221,0.0054508
502,1218.2,4.4482,1231,-0.00013223,0.0054576
503,1218.4,4.448,1231,-0.00013225,0.0054645
504,1218.5,4.4479,1231,-0.00013228,0.0054712
505,1218.6,4.4478,1230.9,-0.0001323,0.005478
506,1218.7,4.4476,1230.9,-0.00013232,0.0054846
507,1218.9,4.4475,1230.9,-0.00013234,0.0054913
508,1219,4.4474,1230.8,-0.00013237,0.0054979
509,1219.1,4.4472,1230.8,-0.00013239,0.0055044
510,1219.2,4.4471,1230.8,-0.00013241,0.0055109
511,1219.3,4.447,1230.8,-0.00013243,0.0055173
512,1219.4,4.4468,1230.7,-0.00013245,0.0055237
513,1219.6,4.4467,1230.7,-0.00013247,0.00553
514,1219.7,4.4466,1230.7,-0.00013249,0.0055363
515,1219.8,4.4464,1230.7,-0.00013251,0.0055426
516,1219.9,4.4463,1230.6,-0.00013253,0.0055488
517,1220,4.4462,1230.6,-0.00013255,0.005555
518,1220.1,4.4461,1230.6,-0.00013257,0.0055611
519,1220.2,4.4459,1230.6,-0.00013259,0.0055671
520,1220.3,4.4458,1230.5,-0.00013261,0.0055732
521,1220.4,4.4457,1230.5,-0.00013263,0.0055791
522,1220.5,4.4455,1230.5,-0.00013265,0.0055851
523,1220.6,4.4454,1230.4,-0.00013266,0.005591
524,1220.7,4.4453,1230.4,-0.00013268,0.0055968
525,1220.8,4.4451,1230.4,-0.0001327,0.0056026
526,1220.9,4.445,1230.3,-0.00013272,0.0056084
527,1221,4.4449,1230.3,-0.00013273,0.0056141
528,1221.1,4.4447,1230.3,-0.00013275,0.0056198
529,1221.2,4.4446,1230.3,-0.00013277,0.0056254
530,1221.3,4.4445,1230.2,-0.00013279,0.005631
531,1221.4,4.4443,1230.2,-0.0001328,0.0056365
532,1221.5,4.4442,1230.2,-0.00013282,0.005642
533,1221.6,4.4441,1230.1,-0.00013283,0.0056475
534,1221.7,4.4439,1230.1,-0.00013285,0.0056529
535,1221.7,4.4438,1230.1,-0.00013287,0.0056583
536,1221.8,4.4437,1230,-0.00013288,0.0056636
537,1221.9,4.4435,1230,-0.0001329,0.0056689
538,1222,4.4434,1230,-0.00013291,0.0056742
539,1222.1,4.4433,1229.9,-0.00013293,0.0056794
540,1222.2,4.4431,1229.9,-0.00013294,0.0056846
541,1222.2,4.443,1229.9,-0.00013295,0.0056897
542,1222.3,4.4429,1229.8,-0.00013297,0.0056948
543,1222.4,4.4427,1229.8,-0.00013298,0.0056999
544,1222.5,4.4426,1229.8,-0.000133,0.0057049
545,1222.5,4.4425,1229.7,-0.00013301,0.0057099
546,1222.6,4.4423,1229.7,-0.00013302,0.0057148
547,1222.7,4.4422,1229.7,-0.00013304,0.0057197
