Tempo/s,VazaoEntrada,Level/m,Vazao,DeltaHt,DeltaQx
356,1422.8,4.0091,1636,-0.00010117,0
357,1424.5,4.009,1636.1,-0.00010123,4.834e-05
358,1426.2,4.0089,1636.1,-0.00010129,9.6455e-05
359,1427.9,4.0088,1636.1,-0.00010135,0.00014434
360,1429.6,4.0087,1636.2,-0.00010141,0.00019201
361,1431.3,4.0086,1636.2,-0.00010147,0.00023945
362,1432.9,4.0085,1636.3,-0.00010153,0.00028666
363,1434.6,4.0084,1636.3,-0.00010158,0.00033365
364,1436.2,4.0083,1636.3,-0.00010164,0.00038042
365,1437.9,4.0082,1636.4,-0.00010169,0.00042696
366,1439.5,4.0081,1636.4,-0.00010175,0.00047327
367,1441.1,4.008,1636.4,-0.0001018,0.00051936
368,1442.7,4.0079,1636.5,-0.00010186,0.00056523
369,1444.2,4.0078,1636.5,-0.00010191,0.00061087
370,1445.8,4.0077,1636.5,-0.00010196,0.00065628
371,1447.3,4.0076,1636.6,-0.00010202,0.00070147
372,1448.9,4.0075,1636.6,-0.00010207,0.00074644
373,1450.4,4.0074,1636.6,-0.00010212,0.00079118
374,1451.9,4.0072,1636.7,-0.00010217,0.0008357
375,1453.4,4.0071,1636.7,-0.00010222,0.00087999
376,1454.9,4.007,1636.7,-0.00010227,0.00092407
377,1456.4,4.0069,1636.7,-0.00010232,0.00096791
378,1457.9,4.0068,1636.8,-0.00010237,0.0010115
379,1459.3,4.0067,1636.8,-0.00010242,0.0010549
380,1460.8,4.0066,1636.8,-0.00010247,0.0010981
381,1462.2,4.0065,1636.8,-0.00010252,0.0011411
382,1463.6,4.0064,1636.8,-0.00010257,0.0011838
383,1465.1,4.0063,1636.9,-0.00010261,0.0012263
384,1466.5,4.0062,1636.9,-0.00010266,0.0012686
385,1467.8,4.0061,1636.9,-0.00010271,0.0013107
386,1469.2,4.006,1636.9,-0.00010275,0.0013525
387,1470.6,4.0059,1636.9,-0.0001028,0.0013942
388,1472,4.0058,1637,-0.00010284,0.0014356
389,1473.3,4.0057,1637,-0.00010289,0.0014768
390,1474.6,4.0056,1637,-0.00010293,0.0015178
391,1476,4.0055,1637,-0.00010297,0.0015585
392,1477.3,4.0054,1637,-0.00010302,0.001599
393,1478.6,4.0053,1637,-0.00010306,0.0016394
394,1479.9,4.0052,1637,-0.0001031,0.0016795
395,1481.2,4.0051,1637.1,-0.00010314,0.0017193
396,1482.4,4.005,1637.1,-0.00010319,0.001759
397,1483.7,4.0049,1637.1,-0.00010323,0.0017985
398,1485,4.0048,1637.1,-0.00010327,0.0018377
399,1486.2,4.0047,1637.1,-0.00010331,0.0018767
400,1487.4,4.0046,1637.1,-0.00010335,0.0019155
401,1488.7,4.0045,1637.1,-0.00010339,0.0019541
402,1489.9,4.0044,1637.1,-0.00010343,0.0019925
403,1491.1,4.0043,1637.1,-0.00010347,0.0020307
404,1492.3,4.0042,1637.1,-0.0001035,0.0020686
405,1493.5,4.0041,1637.1,-0.00010354,0.0021064
406,1494.6,4.004,1637.1,-0.00010358,0.0021439
407,1495.8,4.0039,1637.1,-0.00010362,0.0021812
408,1497,4.0037,1637.1,-0.00010365,0.0022183
409,1498.1,4.0036,1637.2,-0.00010369,0.0022552
410,1499.2,4.0035,1637.2,-0.00010373,0.0022919
411,1500.4,4.0034,1637.2,-0.00010376,0.0023284
412,1501.5,4.0033,1637.2,-0.0001038,0.0023646
413,1502.6,4.0032,1637.2,-0.00010383,0.0024007
414,1503.7,4.0031,1637.2,-0.00010387,0.0024366
415,1504.8,4.003,1637.2,-0.0001039,0.0024722
416,1505.9,4.0029,1637.2,-0.00010394,0.0025077
417,1507,4.0028,1637.2,-0.00010397,0.0025429
418,1508,4.0027,1637.1,-0.000104,0.0025779
419,1509.1,4.0026,1637.1,-0.00010404,0.0026128
420,1510.1,4.0025,1637.1,-0.00010407,0.0026474
421,1511.2,4.0024,1637.1,-0.0001041,0.0026818
422,1512.2,4.0023,1637.1,-0.00010413,0.0027161
423,1513.2,4.0022,1637.1,-0.00010416,0.0027501
424,1514.2,4.0021,1637.1,-0.0001042,0.0027839
425,1515.2,4.002,1637.1,-0.00010423,0.0028175
426,1516.2,4.0019,1637.1,-0.00010426,0.002851
427,1517.2,4.0018,1637.1,-0.00010429,0.0028842
428,1518.2,4.0017,1637.1,-0.00010432,0.0029172
429,1519.2,4.0016,1637.1,-0.00010435,0.0029501
430,1520.1,4.0015,1637.1,-0.00010438,0.0029827
431,1521.1,4.0014,1637.1,-0.00010441,0.0030151
432,1522,4.0012,1637.1,-0.00010443,0.0030474
433,1523,4.0011,1637,-0.00010446,0.0030794
434,1523.9,4.001,1637,-0.00010449,0.0031113
435,1524.8,4.0009,1637,-0.00010452,0.003143
436,1525.8,4.0008,1637,-0.00010455,0.0031745
437,1526.7,4.0007,1637,-0.00010457,0.0032057
438,1527.6,4.0006,1637,-0.0001046,0.0032368
439,1528.5,4.0005,1637,-0.00010463,0.0032677
440,1529.4,4.0004,1637,-0.00010465,0.0032984
441,1530.2,4.0003,1636.9,-0.00010468,0.003329
442,1531.1,4.0002,1636.9,-0.0001047,0.0033593
443,1532,4.0001,1636.9,-0.00010473,0.0033895
444,1532.8,4,1636.9,-0.00010476,0.0034194
445,1533.7,3.9999,1636.9,-0.00010478,0.0034492
446,1534.5,3.9998,1636.9,-0.0001048,0.0034788
447,1535.4,3.9997,1636.8,-0.00010483,0.0035082
448,1536.2,3.9996,1636.8,-0.00010485,0.0035374
449,1537,3.9995,1636.8,-0.00010488,0.0035665
450,1537.8,3.9994,1636.8,-0.0001049,0.0035954
451,1538.6,3.9993,1636.8,-0.00010492,0.003624
452,1539.4,3.9992,1636.8,-0.00010495,0.0036526
453,1540.2,3.999,1636.7,-0.00010497,0.0036809
454,1541,3.9989,1636.7,-0.00010499,0.003709
455,1541.8,3.9988,1636.7,-0.00010501,0.003737
456,1542.6,3.9987,1636.7,-0.00010503,0.0037648
457,1543.3,3.9986,1636.6,-0.00010506,0.0037924
458,1544.1,3.9985,1636.6,-0.00010508,0.0038198
459,1544.8,3.9984,1636.6,-0.0001051,0.0038471
460,1545.6,3.9983,1636.6,-0.00010512,0.0038742
461,1546.3,3.9982,1636.6,-0.00010514,0.0039011
462,1547.1,3.9981,1636.5,-0.00010516,0.0039279
463,1547.8,3.998,1636.5,-0.00010518,0.0039544
464,1548.5,3.9979,1636.5,-0.0001052,0.0039808
465,1549.2,3.9978,1636.5,-0.00010522,0.0040071
466,1549.9,3.9977,1636.4,-0.00010524,0.0040331
467,1550.6,3.9976,1636.4,-0.00010526,0.004059
468,1551.3,3.9975,1636.4,-0.00010528,0.0040848
469,1552,3.9974,1636.4,-0.0001053,0.0041103
470,1552.7,3.9973,1636.3,-0.00010531,0.0041357
471,1553.4,3.9972,1636.3,-0.00010533,0.004161
472,1554,3.997,1636.3,-0.00010535,0.004186
473,1554.7,3.9969,1636.3,-0.00010537,0.0042109
474,1555.4,3.9968,1636.2,-0.00010538,0.0042357
475,1556,3.9967,1636.2,-0.0001054,0.0042602
476,1556.7,3.9966,1636.2,-0.00010542,0.0042847
477,1557.3,3.9965,1636.1,-0.00010544,0.0043089
478,1557.9,3.9964,1636.1,-0.00010545,0.004333
479,1558.6,3.9963,1636.1,-0.00010547,0.0043569
480,1559.2,3.9962,1636,-0.00010548,0.0043807
481,1559.8,3.9961,1636,-0.0001055,0.0044043
482,1560.4,3.996,1636,-0.00010552,0.0044278
483,1561,3.9959,1636,-0.00010553,0.0044511
484,1561.7,3.9958,1635.9,-0.00010555,0.0044743
485,1562.2,3.9957,1635.9,-0.00010556,0.0044973
486,1562.8,3.9956,1635.9,-0.00010558,0.0045201
487,1563.4,3.9955,1635.8,-0.00010559,0.0045428
488,1564,3.9954,1635.8,-0.00010561,0.0045653
489,1564.6,3.9953,1635.8,-0.00010562,0.0045877
490,1565.2,3.9952,1635.7,-0.00010563,0.00461
491,1565.7,3.995,1635.7,-0.00010565,0.0046321
492,1566.3,3.9949,1635.7,-0.00010566,0.004654
493,1566.8,3.9948,1635.6,-0.00010567,0.0046758
494,1567.4,3.9947,1635.6,-0.00010569,0.0046974
495,1567.9,3.9946,1635.6,-0.0001057,0.0047189
496,1568.5,3.9945,1635.5,-0.00010571,0.0047403
497,1569,3.9944,1635.5,-0.00010573,0.0047615
498,1569.5,3.9943,1635.5,-0.00010574,0.0047826
499,1570.1,3.9942,1635.4,-0.00010575,0.0048035
500,1570.6,3.9941,1635.4,-0.00010576,0.0048243
501,1571.1,3.994,1635.3,-0.00010577,0.0048449
502,1571.6,3.9939,1635.3,-0.00010579,0.0048654
503,1572.1,3.9938,1635.3,-0.0001058,0.0048857
504,1572.6,3.9937,1635.2,-0.00010581,0.004906
505,1573.1,3.9936,1635.2,-0.00010582,0.004926
506,1573.6,3.9935,1635.2,-0.00010583,0.004946
507,1574.1,3.9934,1635.1,-0.00010584,0.0049658
508,1574.6,3.9932,1635.1,-0.00010585,0.0049854
509,1575.1,3.9931,1635,-0.00010586,0.0050049
510,1575.6,3.993,1635,-0.00010587,0.0050243
511,1576,3.9929,1635,-0.00010588,0.0050436
512,1576.5,3.9928,1634.9,-0.00010589,0.0050627
513,1577,3.9927,1634.9,-0.0001059,0.0050817
514,1577.4,3.9926,1634.8,-0.00010591,0.0051006
515,1577.9,3.9925,1634.8,-0.00010592,0.0051193
516,1578.3,3.9924,1634.8,-0.00010593,0.0051379
517,1578.8,3.9923,1634.7,-0.00010594,0.0051563
518,1579.2,3.9922,1634.7,-0.00010595,0.0051747
519,1579.6,3.9921,1634.6,-0.00010596,0.0051929
520,1580.1,3.992,1634.6,-0.00010596,0.005211
521,1580.5,3.9919,1634.6,-0.00010597,0.0052289
522,1580.9,3.9918,1634.5,-0.00010598,0.0052467
523,1581.3,3.9917,1634.5,-0.00010599,0.0052644
524,1581.8,3.9916,1634.4,-0.000106,0.005282
525,1582.2,3.9914,1634.4,-0.000106,0.0052995
526,1582.6,3.9913,1634.3,-0.00010601,0.0053168
527,1583,3.9912,1634.3,-0.00010602,0.005334
528,1583.4,3.9911,1634.3,-0.00010603,0.0053511
529,1583.8,3.991,1634.2,-0.00010603,0.005368
530,1584.2,3.9909,1634.2,-0.00010604,0.0053849
531,1584.6,3.9908,1634.1,-0.00010605,0.0054016
532,1585,3.9907,1634.1,-0.00010605,0.0054182
533,1585.3,3.9906,1634,-0.00010606,0.0054347
534,1585.7,3.9905,1634,-0.00010607,0.005451
535,1586.1,3.9904,1633.9,-0.00010607,0.0054673
536,1586.5,3.9903,1633.9,-0.00010608,0.0054834
537,1586.8,3.9902,1633.9,-0.00010608,0.0054994
538,1587.2,3.9901,1633.8,-0.00010609,0.0055153
539,1587.5,3.99,1633.8,-0.0001061,0.0055311
540,1587.9,3.9899,1633.7,-0.0001061,0.0055468
541,1588.3,3.9897,1633.7,-0.00010611,0.0055623
542,1588.6,3.9896,1633.6,-0.00010611,0.0055778
543,1589,3.9895,1633.6,-0.00010612,0.0055931
544,1589.3,3.9894,1633.5,-0.00010612,0.0056083
545,1589.6,3.9893,1633.5,-0.00010613,0.0056234
546,1590,3.9892,1633.4,-0.00010613,0.0056384
