Tempo/s,VazaoEntrada,Level/m,Vazao,DeltaHt,DeltaQx
360,1422.8,3.764,1587.1,-9.0497e-05,0
361,1424.1,3.7639,1587.1,-9.0541e-05,5.0209e-05
362,1425.5,3.7639,1587.2,-9.0584e-05,0.00010013
363,1426.9,3.7638,1587.2,-9.0626e-05,0.00014977
364,1428.2,3.7637,1587.2,-9.0668e-05,0.00019913
365,1429.6,3.7636,1587.2,-9.071e-05,0.0002482
366,1430.9,3.7635,1587.2,-9.0751e-05,0.00029699
367,1432.2,3.7634,1587.2,-9.0792e-05,0.0003455
368,1433.5,3.7633,1587.2,-9.0833e-05,0.00039372
369,1434.8,3.7632,1587.2,-9.0873e-05,0.00044167
370,1436.1,3.7631,1587.2,-9.0912e-05,0.00048934
371,1437.4,3.763,1587.2,-9.0952e-05,0.00053672
372,1438.6,3.7629,1587.2,-9.099e-05,0.00058383
373,1439.9,3.7629,1587.3,-9.1029e-05,0.00063067
374,1441.1,3.7628,1587.3,-9.1067e-05,0.00067722
375,1442.3,3.7627,1587.3,-9.1105e-05,0.0007235
376,1443.6,3.7626,1587.3,-9.1142e-05,0.00076951
377,1444.8,3.7625,1587.3,-9.1179e-05,0.00081524
378,1446,3.7624,1587.3,-9.1216e-05,0.0008607
379,1447.2,3.7623,1587.3,-9.1252e-05,0.00090588
380,1448.4,3.7622,1587.3,-9.1288e-05,0.0009508
381,1449.5,3.7621,1587.3,-9.1323e-05,0.00099544
382,1450.7,3.762,1587.3,-9.1358e-05,0.0010398
383,1451.8,3.7619,1587.3,-9.1393e-05,0.0010839
384,1453,3.7619,1587.3,-9.1427e-05,0.0011278
385,1454.1,3.7618,1587.3,-9.1461e-05,0.0011713
386,1455.2,3.7617,1587.3,-9.1495e-05,0.0012146
387,1456.3,3.7616,1587.3,-9.1528e-05,0.0012577
388,1457.5,3.7615,1587.3,-9.1561e-05,0.0013004
389,1458.5,3.7614,1587.3,-9.1594e-05,0.001343
390,1459.6,3.7613,1587.3,-9.1626e-05,0.0013852
391,1460.7,3.7612,1587.3,-9.1658e-05,0.0014272
392,1461.8,3.7611,1587.3,-9.169e-05,0.0014689
393,1462.8,3.761,1587.3,-9.1721e-05,0.0015104
394,1463.9,3.7609,1587.2,-9.1752e-05,0.0015516
395,1464.9,3.7608,1587.2,-9.1783e-05,0.0015925
396,1466,3.7608,1587.2,-9.1813e-05,0.0016332
397,1467,3.7607,1587.2,-9.1843e-05,0.0016737
398,1468,3.7606,1587.2,-9.1872e-05,0.0017139
399,1469,3.7605,1587.2,-9.1902e-05,0.0017538
400,1470,3.7604,1587.2,-9.1931e-05,0.0017935
401,1471,3.7603,1587.2,-9.1959e-05,0.0018329
402,1472,3.7602,1587.2,-9.1988e-05,0.0018721
403,1472.9,3.7601,1587.2,-9.2016e-05,0.001911
404,1473.9,3.76,1587.2,-9.2044e-05,0.0019497
405,1474.9,3.7599,1587.1,-9.2071e-05,0.0019881
406,1475.8,3.7598,1587.1,-9.2098e-05,0.0020263
407,1476.7,3.7597,1587.1,-9.2125e-05,0.0020642
408,1477.7,3.7596,1587.1,-9.2152e-05,0.0021019
409,1478.6,3.7596,1587.1,-9.2178e-05,0.0021393
410,1479.5,3.7595,1587.1,-9.2204e-05,0.0021765
411,1480.4,3.7594,1587.1,-9.2229e-05,0.0022135
412,1481.3,3.7593,1587.1,-9.2255e-05,0.0022502
413,1482.2,3.7592,1587,-9.228e-05,0.0022867
414,1483.1,3.7591,1587,-9.2305e-05,0.002323
415,1484,3.759,1587,-9.2329e-05,0.002359
416,1484.8,3.7589,1587,-9.2353e-05,0.0023947
417,1485.7,3.7588,1587,-9.2377e-05,0.0024303
418,1486.5,3.7587,1587,-9.2401e-05,0.0024656
419,1487.4,3.7586,1586.9,-9.2424e-05,0.0025007
420,1488.2,3.7585,1586.9,-9.2448e-05,0.0025355
421,1489,3.7584,1586.9,-9.247e-05,0.0025701
422,1489.9,3.7584,1586.9,-9.2493e-05,0.0026045
423,1490.7,3.7583,1586.9,-9.2515e-05,0.0026386
424,1491.5,3.7582,1586.9,-9.2537e-05,0.0026726
425,1492.3,3.7581,1586.8,-9.2559e-05,0.0027063
426,1493.1,3.758,1586.8,-9.2581e-05,0.0027397
427,1493.9,3.7579,1586.8,-9.2602e-05,0.002773
428,1494.7,3.7578,1586.8,-9.2623e-05,0.002806
429,1495.4,3.7577,1586.8,-9.2644e-05,0.0028388
430,1496.2,3.7576,1586.7,-9.2664e-05,0.0028714
431,1497,3.7575,1586.7,-9.2685e-05,0.0029037
432,1497.7,3.7574,1586.7,-9.2705e-05,0.0029359
433,1498.5,3.7573,1586.7,-9.2724e-05,0.0029678
