Tempo/s,VazaoEntrada,Level/m,Vazao,DeltaHt,DeltaQx
837,1490.9,4.4582,1555.9,-4.6429e-05,0
838,1491.4,4.4581,1555.9,-4.6428e-05,0
839,1491.9,4.4581,1555.9,-4.6426e-05,0
840,1492.4,4.458,1555.9,-4.6425e-05,0
841,1492.9,4.458,1555.8,-4.6424e-05,0
842,1493.4,4.4579,1555.8,-4.6422e-05,0
843,1493.9,4.4579,1555.8,-4.6421e-05,0
844,1494.4,4.4578,1555.8,-4.642e-05,0
845,1494.9,4.4578,1555.7,-4.6419e-05,0
846,1495.4,4.4578,1555.7,-4.6417e-05,0
847,1495.9,4.4577,1555.7,-4.6416e-05,0
848,1496.3,4.4577,1555.7,-4.6415e-05,0
849,1496.8,4.4576,1555.6,-4.6413e-05,0
850,1497.3,4.4576,1555.6,-4.6412e-05,0
851,1497.7,4.4575,1555.6,-4.6411e-05,0
852,1498.2,4.4575,1555.6,-4.6409e-05,0
853,1498.6,4.4574,1555.5,-4.6408e-05,0
854,1499.1,4.4574,1555.5,-4.6407e-05,0
855,1499.5,4.4573,1555.5,-4.6405e-05,0
856,1500,4.4573,1555.5,-4.6404e-05,0
857,1500.4,4.4572,1555.4,-4.6403e-05,0
858,1500.8,4.4572,1555.4,-4.6401e-05,0
859,1501.3,4.4571,1555.4,-4.64e-05,0
860,1501.7,4.4571,1555.4,-4.6399e-05,0
861,1502.1,4.4571,1555.3,-4.6397e-05,0
862,1502.5,4.457,1555.3,-4.6396e-05,0
863,1503,4.457,1555.3,-4.6394e-05,0
864,1503.4,4.4569,1555.3,-4.6393e-05,0
865,1503.8,4.4569,1555.2,-4.6392e-05,0
866,1504.2,4.4568,1555.2,-4.639e-05,0
867,1504.6,4.4568,1555.2,-4.6389e-05,0
868,1505,4.4567,1555.2,-4.6387e-05,0
869,1505.4,4.4567,1555.1,-4.6386e-05,0
870,1505.8,4.4566,1555.1,-4.6385e-05,0
871,1506.2,4.4566,1555.1,-4.6383e-05,0
872,1506.6,4.4565,1555.1,-4.6382e-05,0
873,1507,4.4565,1555,-4.638e-05,0
874,1507.3,4.4565,1555,-4.6379e-05,0
875,1507.7,4.4564,1555,-4.6377e-05,0
876,1508.1,4.4564,1555,-4.6376e-05,0
877,1508.5,4.4563,1554.9,-4.6375e-05,0
878,1508.8,4.4563,1554.9,-4.6373e-05,0
879,1509.2,4.4562,1554.9,-4.6372e-05,0
880,1509.6,4.4562,1554.9,-4.637e-05,0
881,1509.9,4.4561,1554.8,-4.6369e-05,0
882,1510.3,4.4561,1554.8,-4.6367e-05,0
883,1510.6,4.456,1554.8,-4.6366e-05,0
884,1511,4.456,1554.8,-4.6364e-05,0
885,1511.3,4.4559,1554.7,-4.6363e-05,0
886,1511.7,4.4559,1554.7,-4.6362e-05,0
887,1512,4.4558,1554.7,-4.636e-05,0
888,1512.3,4.4558,1554.7,-4.6359e-05,0
889,1512.7,4.4558,1554.6,-4.6357e-05,0
890,1513,4.4557,1554.6,-4.6356e-05,0
891,1513.3,4.4557,1554.6,-4.6354e-05,0
892,1513.7,4.4556,1554.6,-4.6353e-05,0
893,1514,4.4556,1554.6,-4.6351e-05,0
894,1514.3,4.4555,1554.5,-4.635e-05,0
895,1514.6,4.4555,1554.5,-4.6348e-05,0
896,1514.9,4.4554,1554.5,-4.6347e-05,0
897,1515.3,4.4554,1554.5,-4.6345e-05,0
898,1515.6,4.4553,1554.4,-4.6344e-05,0
899,1515.9,4.4553,1554.4,-4.6342e-05,0
900,1516.2,4.4552,1554.4,-4.6341e-05,0
901,1516.5,4.4552,1554.4,-4.6339e-05,0
902,1516.8,4.4552,1554.3,-4.6338e-05,0
903,1517.1,4.4551,1554.3,-4.6336e-05,0
904,1517.4,4.4551,1554.3,-4.6335e-05,0
905,1517.7,4.455,1554.3,-4.6333e-05,0
906,1518,4.455,1554.2,-4.6331e-05,0
907,1518.2,4.4549,1554.2,-4.633e-05,0
908,1518.5,4.4549,1554.2,-4.6328e-05,0
909,1518.8,4.4548,1554.2,-4.6327e-05,0
910,1519.1,4.4548,1554.1,-4.6325e-05,0
911,1519.4,4.4547,1554.1,-4.6324e-05,0
912,1519.7,4.4547,1554.1,-4.6322e-05,0
913,1519.9,4.4546,1554.1,-4.6321e-05,0
914,1520.2,4.4546,1554,-4.6319e-05,0
915,1520.5,4.4546,1554,-4.6318e-05,0
916,1520.7,4.4545,1554,-4.6316e-05,0
917,1521,4.4545,1554,-4.6314e-05,0
918,1521.3,4.4544,1553.9,-4.6313e-05,0
919,1521.5,4.4544,1553.9,-4.6311e-05,0
920,1521.8,4.4543,1553.9,-4.631e-05,0
921,1522,4.4543,1553.9,-4.6308e-05,0
922,1522.3,4.4542,1553.8,-4.6307e-05,0
923,1522.5,4.4542,1553.8,-4.6305e-05,0
924,1522.8,4.4541,1553.8,-4.6303e-05,0
925,1523,4.4541,1553.8,-4.6302e-05,0
926,1523.3,4.454,1553.7,-4.63e-05,0
927,1523.5,4.454,1553.7,-4.6299e-05,0
928,1523.7,4.4539,1553.7,-4.6297e-05,0
929,1524,4.4539,1553.7,-4.6295e-05,0
930,1524.2,4.4539,1553.6,-4.6294e-05,0
931,1524.4,4.4538,1553.6,-4.6292e-05,0
932,1524.7,4.4538,1553.6,-4.6291e-05,0
933,1524.9,4.4537,1553.6,-4.6289e-05,0
934,1525.1,4.4537,1553.5,-4.6287e-05,0
935,1525.4,4.4536,1553.5,-4.6286e-05,0
936,1525.6,4.4536,1553.5,-4.6284e-05,0
937,1525.8,4.4535,1553.5,-4.6283e-05,0
938,1526,4.4535,1553.4,-4.6281e-05,0
939,1526.2,4.4534,1553.4,-4.6279e-05,0
940,1526.5,4.4534,1553.4,-4.6278e-05,0
941,1526.7,4.4533,1553.4,-4.6276e-05,0
942,1526.9,4.4533,1553.3,-4.6275e-05,0
943,1527.1,4.4533,1553.3,-4.6273e-05,0
944,1527.3,4.4532,1553.3,-4.6271e-05,0
945,1527.5,4.4532,1553.3,-4.627e-05,0
946,1527.7,4.4531,1553.2,-4.6268e-05,0
947,1527.9,4.4531,1553.2,-4.6266e-05,0
948,1528.1,4.453,1553.2,-4.6265e-05,0
949,1528.3,4.453,1553.2,-4.6263e-05,0
950,1528.5,4.4529,1553.1,-4.6261e-05,0
951,1528.7,4.4529,1553.1,-4.626e-05,0
952,1528.9,4.4528,1553.1,-4.6258e-05,0
953,1529.1,4.4528,1553.1,-4.6257e-05,0
954,1529.3,4.4527,1553,-4.6255e-05,0
955,1529.5,4.4527,1553,-4.6253e-05,0
956,1529.6,4.4527,1553,-4.6252e-05,0
957,1529.8,4.4526,1553,-4.625e-05,0
958,1530,4.4526,1552.9,-4.6248e-05,0
959,1530.2,4.4525,1552.9,-4.6247e-05,0
960,1530.4,4.4525,1552.9,-4.6245e-05,0
961,1530.6,4.4524,1552.9,-4.6243e-05,0
962,1530.7,4.4524,1552.8,-4.6242e-05,0
963,1530.9,4.4523,1552.8,-4.624e-05,0
964,1531.1,4.4523,1552.8,-4.6238e-05,0
965,1531.3,4.4522,1552.8,-4.6237e-05,0
966,1531.4,4.4522,1552.7,-4.6235e-05,0
967,1531.6,4.4521,1552.7,-4.6233e-05,0
968,1531.8,4.4521,1552.7,-4.6232e-05,0
969,1531.9,4.4521,1552.7,-4.623e-05,0
970,1532.1,4.452,1552.6,-4.6228e-05,0
971,1532.2,4.452,1552.6,-4.6227e-05,0
972,1532.4,4.4519,1552.6,-4.6225e-05,0
973,1532.6,4.4519,1552.6,-4.6223e-05,0
974,1532.7,4.4518,1552.5,-4.6221e-05,0
975,1532.9,4.4518,1552.5,-4.622e-05,0
976,1533,4.4517,1552.5,-4.6218e-05,0
977,1533.2,4.4517,1552.5,-4.6216e-05,0
978,1533.3,4.4516,1552.4,-4.6215e-05,0
979,1533.5,4.4516,1552.4,-4.6213e-05,0
980,1533.6,4.4515,1552.4,-4.6211e-05,0
981,1533.8,4.4515,1552.4,-4.621e-05,0
982,1533.9,4.4515,1552.3,-4.6208e-05,0
983,1534.1,4.4514,1552.3,-4.6206e-05,0
984,1534.2,4.4514,1552.3,-4.6205e-05,0
985,1534.4,4.4513,1552.3,-4.6203e-05,0
986,1534.5,4.4513,1552.2,-4.6201e-05,0
987,1534.6,4.4512,1552.2,-4.6199e-05,0
988,1534.8,4.4512,1552.2,-4.6198e-05,0
989,1534.9,4.4511,1552.1,-4.6196e-05,0
990,1535.1,4.4511,1552.1,-4.6194e-05,0
991,1535.2,4.451,1552.1,-4.6193e-05,0
992,1535.3,4.451,1552.1,-4.6191e-05,0
993,1535.5,4.4509,1552,-4.6189e-05,0
994,1535.6,4.4509,1552,-4.6187e-05,0
995,1535.7,4.4509,1552,-4.6186e-05,0
996,1535.8,4.4508,1552,-4.6184e-05,0
997,1536,4.4508,1551.9,-4.6182e-05,0
998,1536.1,4.4507,1551.9,-4.6181e-05,0
999,1536.2,4.4507,1551.9,-4.6179e-05,0
1000,1536.3,4.4506,1551.9,-4.6177e-05,0
1001,1536.5,4.4506,1551.8,-4.6175e-05,0
1002,1536.6,4.4505,1551.8,-4.6174e-05,0
1003,1536.7,4.4505,1551.8,-4.6172e-05,0
1004,1536.8,4.4504,1551.8,-4.617e-05,0
1005,1536.9,4.4504,1551.7,-4.6168e-05,0
1006,1537.1,4.4503,1551.7,-4.6167e-05,0
1007,1537.2,4.4503,1551.7,-4.6165e-05,0
1008,1537.3,4.4503,1551.7,-4.6163e-05,0
1009,1537.4,4.4502,1551.6,-4.6161e-05,0
1010,1537.5,4.4502,1551.6,-4.616e-05,0
1011,1537.6,4.4501,1551.6,-4.6158e-05,0
1012,1537.7,4.4501,1551.6,-4.6156e-05,0
1013,1537.8,4.45,1551.5,-4.6155e-05,0
1014,1538,4.45,1551.5,-4.6153e-05,0
1015,1538.1,4.4499,1551.5,-4.6151e-05,0
1016,1538.2,4.4499,1551.5,-4.6149e-05,0
1017,1538.3,4.4498,1551.4,-4.6148e-05,0
1018,1538.4,4.4498,1551.4,-4.6146e-05,0
1019,1538.5,4.4497,1551.4,-4.6144e-05,0
1020,1538.6,4.4497,1551.4,-4.6142e-05,0
1021,1538.7,4.4497,1551.3,-4.6141e-05,0
1022,1538.8,4.4496,1551.3,-4.6139e-05,0
1023,1538.9,4.4496,1551.3,-4.6137e-05,0
1024,1539,4.4495,1551.3,-4.6135e-05,0
1025,1539.1,4.4495,1551.2,-4.6133e-05,0
1026,1539.2,4.4494,1551.2,-4.6132e-05,0
1027,1539.3,4.4494,1551.2,-4.613e-05,0
1028,1539.3,4.4493,1551.2,-4.6128e-05,0
1029,1539.4,4.4493,1551.1,-4.6126e-05,0
1030,1539.5,4.4492,1551.1,-4.6125e-05,0
1031,1539.6,4.4492,1551.1,-4.6123e-05,0
1032,1539.7,4.4491,1551.1,-4.6121e-05,0
1033,1539.8,4.4491,1551,-4.6119e-05,0
1034,1539.9,4.4491,1551,-4.6118e-05,0
1035,1540,4.449,1551,-4.6116e-05,0
1036,1540.1,4.449,1551,-4.6114e-05,0
1037,1540.1,4.4489,1550.9,-4.6112e-05,0
1038,1540.2,4.4489,1550.9,-4.6111e-05,0
1039,1540.3,4.4488,1550.9,-4.6109e-05,0
1040,1540.4,4.4488,1550.9,-4.6107e-05,0
1041,1540.5,4.4487,1550.8,-4.6105e-05,0
1042,1540.6,4.4487,1550.8,-4.6103e-05,0
1043,1540.6,4.4486,1550.8,-4.6102e-05,0
1044,1540.7,4.4486,1550.8,-4.61e-05,0
1045,1540.8,4.4485,1550.7,-4.6098e-05,0
1046,1540.9,4.4485,1550.7,-4.6096e-05,0
1047,1540.9,4.4485,1550.7,-4.6095e-05,0
1048,1541,4.4484,1550.7,-4.6093e-05,0
1049,1541.1,4.4484,1550.6,-4.6091e-05,0
1050,1541.2,4.4483,1550.6,-4.6089e-05,0
1051,1541.2,4.4483,1550.6,-4.6087e-05,0
1052,1541.3,4.4482,1550.6,-4.6086e-05,0
1053,1541.4,4.4482,1550.5,-4.6084e-05,0
1054,1541.5,4.4481,1550.5,-4.6082e-05,0
1055,1541.5,4.4481,1550.5,-4.608e-05,0
1056,1541.6,4.448,1550.5,-4.6078e-05,0
1057,1541.7,4.448,1550.4,-4.6077e-05,0
1058,1541.7,4.4479,1550.4,-4.6075e-05,0
1059,1541.8,4.4479,1550.4,-4.6073e-05,0
1060,1541.9,4.4479,1550.4,-4.6071e-05,0
1061,1541.9,4.4478,1550.3,-4.607e-05,0
1062,1542,4.4478,1550.3,-4.6068e-05,0
1063,1542.1,4.4477,1550.3,-4.6066e-05,0
1064,1542.1,4.4477,1550.3,-4.6064e-05,0
1065,1542.2,4.4476,1550.2,-4.6062e-05,0
1066,1542.2,4.4476,1550.2,-4.6061e-05,0
1067,1542.3,4.4475,1550.2,-4.6059e-05,0
1068,1542.4,4.4475,1550.2,-4.6057e-05,0
1069,1542.4,4.4474,1550.1,-4.6055e-05,0
1070,1542.5,4.4474,1550.1,-4.6053e-05,0
1071,1542.5,4.4473,1550.1,-4.6052e-05,0
1072,1542.6,4.4473,1550.1,-4.605e-05,0
1073,1542.7,4.4473,1550,-4.6048e-05,0
1074,1542.7,4.4472,1550,-4.6046e-05,0
1075,1542.8,4.4472,1550,-4.6044e-05,0
1076,1542.8,4.4471,1550,-4.6043e-05,0
1077,1542.9,4.4471,1549.9,-4.6041e-05,0
1078,1542.9,4.447,1549.9,-4.6039e-05,0
1079,1543,4.447,1549.9,-4.6037e-05,0
1080,1543,4.4469,1549.9,-4.6035e-05,0
1081,1543.1,4.4469,1549.8,-4.6033e-05,0
1082,1543.1,4.4468,1549.8,-4.6032e-05,0
1083,1543.2,4.4468,1549.8,-4.603e-05,0
1084,1543.2,4.4467,1549.8,-4.6028e-05,0
1085,1543.3,4.4467,1549.7,-4.6026e-05,0
1086,1543.3,4.4467,1549.7,-4.6024e-05,0
1087,1543.4,4.4466,1549.7,-4.6023e-05,0
1088,1543.4,4.4466,1549.7,-4.6021e-05,0
1089,1543.5,4.4465,1549.6,-4.6019e-05,0
1090,1543.5,4.4465,1549.6,-4.6017e-05,0
1091,1543.6,4.4464,1549.6,-4.6015e-05,0
1092,1543.6,4.4464,1549.6,-4.6014e-05,0
1093,1543.7,4.4463,1549.5,-4.6012e-05,0
1094,1543.7,4.4463,1549.5,-4.601e-05,0
1095,1543.8,4.4462,1549.5,-4.6008e-05,0
1096,1543.8,4.4462,1549.5,-4.6006e-05,0
1097,1543.8,4.4462,1549.4,-4.6004e-05,0
1098,1543.9,4.4461,1549.4,-4.6003e-05,0
1099,1543.9,4.4461,1549.4,-4.6001e-05,0
1100,1544,4.446,1549.4,-4.5999e-05,0
1101,1544,4.446,1549.3,-4.5997e-05,0
1102,1544,4.4459,1549.3,-4.5995e-05,0
1103,1544.1,4.4459,1549.3,-4.5994e-05,0
1104,1544.1,4.4458,1549.3,-4.5992e-05,0
1105,1544.2,4.4458,1549.2,-4.599e-05,0
1106,1544.2,4.4457,1549.2,-4.5988e-05,0
1107,1544.2,4.4457,1549.2,-4.5986e-05,0
1108,1544.3,4.4456,1549.2,-4.5984e-05,0
1109,1544.3,4.4456,1549.1,-4.5983e-05,0
1110,1544.3,4.4456,1549.1,-4.5981e-05,0
1111,1544.4,4.4455,1549.1,-4.5979e-05,0
1112,1544.4,4.4455,1549.1,-4.5977e-05,0
1113,1544.4,4.4454,1549,-4.5975e-05,0
1114,1544.5,4.4454,1549,-4.5973e-05,0
1115,1544.5,4.4453,1549,-4.5972e-05,0
1116,1544.5,4.4453,1549,-4.597e-05,0
1117,1544.6,4.4452,1548.9,-4.5968e-05,0
1118,1544.6,4.4452,1548.9,-4.5966e-05,0
1119,1544.6,4.4451,1548.9,-4.5964e-05,0
1120,1544.7,4.4451,1548.9,-4.5962e-05,0
1121,1544.7,4.445,1548.8,-4.5961e-05,0
1122,1544.7,4.445,1548.8,-4.5959e-05,0
1123,1544.8,4.445,1548.8,-4.5957e-05,0
1124,1544.8,4.4449,1548.8,-4.5955e-05,0
1125,1544.8,4.4449,1548.7,-4.5953e-05,0
1126,1544.9,4.4448,1548.7,-4.5951e-05,0
1127,1544.9,4.4448,1548.7,-4.595e-05,0
1128,1544.9,4.4447,1548.7,-4.5948e-05,0
