Tempo/s,VazaoEntrada,Level/m,Vazao,DeltaHt,DeltaQx
853,1422.8,3.5649,1530.9,-8.4049e-05,0
854,1423.7,3.5648,1530.8,-8.404e-05,5.2355e-05
855,1424.6,3.5647,1530.8,-8.4031e-05,0.00010434
856,1425.5,3.5646,1530.7,-8.4023e-05,0.00015596
857,1426.4,3.5645,1530.7,-8.4014e-05,0.00020722
858,1427.3,3.5645,1530.6,-8.4005e-05,0.00025811
859,1428.2,3.5644,1530.6,-8.3996e-05,0.00030865
860,1429,3.5643,1530.5,-8.3987e-05,0.00035882
861,1429.9,3.5642,1530.4,-8.3979e-05,0.00040864
862,1430.8,3.5641,1530.4,-8.397e-05,0.0004581
863,1431.6,3.564,1530.3,-8.3961e-05,0.00050721
864,1432.4,3.564,1530.3,-8.3952e-05,0.00055597
865,1433.3,3.5639,1530.2,-8.3943e-05,0.00060438
866,1434.1,3.5638,1530.2,-8.3934e-05,0.00065244
867,1434.9,3.5637,1530.1,-8.3926e-05,0.00070016
868,1435.7,3.5636,1530,-8.3917e-05,0.00074753
869,1436.5,3.5635,1530,-8.3908e-05,0.00079456
870,1437.3,3.5635,1529.9,-8.3899e-05,0.00084125
871,1438.1,3.5634,1529.9,-8.389e-05,0.0008876
872,1438.9,3.5633,1529.8,-8.3881e-05,0.00093362
873,1439.7,3.5632,1529.8,-8.3872e-05,0.0009793
874,1440.4,3.5631,1529.7,-8.3864e-05,0.0010246
875,1441.2,3.563,1529.6,-8.3855e-05,0.0010697
876,1441.9,3.563,1529.6,-8.3846e-05,0.0011143
877,1442.7,3.5629,1529.5,-8.3837e-05,0.0011587
878,1443.4,3.5628,1529.5,-8.3828e-05,0.0012027
879,1444.1,3.5627,1529.4,-8.3819e-05,0.0012465
880,1444.9,3.5626,1529.4,-8.381e-05,0.0012899
881,1445.6,3.5625,1529.3,-8.3801e-05,0.0013329
882,1446.3,3.5624,1529.3,-8.3793e-05,0.0013757
883,1447,3.5624,1529.2,-8.3784e-05,0.0014181
884,1447.7,3.5623,1529.1,-8.3775e-05,0.0014602
885,1448.4,3.5622,1529.1,-8.3766e-05,0.001502
886,1449.1,3.5621,1529,-8.3757e-05,0.0015435
887,1449.8,3.562,1529,-8.3748e-05,0.0015847
888,1450.4,3.5619,1528.9,-8.3739e-05,0.0016256
889,1451.1,3.5619,1528.9,-8.373e-05,0.0016662
890,1451.8,3.5618,1528.8,-8.3721e-05,0.0017065
891,1452.4,3.5617,1528.7,-8.3712e-05,0.0017465
892,1453.1,3.5616,1528.7,-8.3703e-05,0.0017861
893,1453.7,3.5615,1528.6,-8.3694e-05,0.0018255
894,1454.3,3.5614,1528.6,-8.3686e-05,0.0018646
895,1455,3.5614,1528.5,-8.3677e-05,0.0019034
896,1455.6,3.5613,1528.5,-8.3668e-05,0.0019419
897,1456.2,3.5612,1528.4,-8.3659e-05,0.0019801
898,1456.8,3.5611,1528.3,-8.365e-05,0.002018
899,1457.4,3.561,1528.3,-8.3641e-05,0.0020556
900,1458,3.5609,1528.2,-8.3632e-05,0.002093
901,1458.6,3.5609,1528.2,-8.3623e-05,0.00213
902,1459.2,3.5608,1528.1,-8.3614e-05,0.0021668
903,1459.8,3.5607,1528.1,-8.3605e-05,0.0022033
904,1460.4,3.5606,1528,-8.3596e-05,0.0022395
905,1460.9,3.5605,1527.9,-8.3587e-05,0.0022755
906,1461.5,3.5604,1527.9,-8.3578e-05,0.0023112
907,1462,3.5604,1527.8,-8.3569e-05,0.0023465
908,1462.6,3.5603,1527.8,-8.356e-05,0.0023817
909,1463.2,3.5602,1527.7,-8.3551e-05,0.0024165
910,1463.7,3.5601,1527.7,-8.3542e-05,0.0024511
911,1464.2,3.56,1527.6,-8.3533e-05,0.0024854
912,1464.8,3.5599,1527.5,-8.3524e-05,0.0025195
913,1465.3,3.5599,1527.5,-8.3515e-05,0.0025533
914,1465.8,3.5598,1527.4,-8.3506e-05,0.0025868
915,1466.3,3.5597,1527.4,-8.3497e-05,0.0026201
916,1466.9,3.5596,1527.3,-8.3488e-05,0.0026531
917,1467.4,3.5595,1527.3,-8.3479e-05,0.0026859
918,1467.9,3.5594,1527.2,-8.347e-05,0.0027184
919,1468.4,3.5594,1527.1,-8.3461e-05,0.0027507
920,1468.9,3.5593,1527.1,-8.3453e-05,0.0027827
921,1469.3,3.5592,1527,-8.3444e-05,0.0028144
922,1469.8,3.5591,1527,-8.3435e-05,0.0028459
923,1470.3,3.559,1526.9,-8.3426e-05,0.0028772
924,1470.8,3.5589,1526.9,-8.3417e-05,0.0029082
925,1471.3,3.5589,1526.8,-8.3408e-05,0.002939
926,1471.7,3.5588,1526.7,-8.3399e-05,0.0029695
927,1472.2,3.5587,1526.7,-8.339e-05,0.0029998
928,1472.6,3.5586,1526.6,-8.3381e-05,0.0030299
929,1473.1,3.5585,1526.6,-8.3372e-05,0.0030597
930,1473.5,3.5584,1526.5,-8.3362e-05,0.0030893
931,1474,3.5584,1526.5,-8.3353e-05,0.0031186
932,1474.4,3.5583,1526.4,-8.3344e-05,0.0031477
933,1474.8,3.5582,1526.3,-8.3335e-05,0.0031766
934,1475.3,3.5581,1526.3,-8.3326e-05,0.0032053
935,1475.7,3.558,1526.2,-8.3317e-05,0.0032337
936,1476.1,3.5579,1526.2,-8.3308e-05,0.0032619
937,1476.5,3.5579,1526.1,-8.3299e-05,0.0032899
938,1477,3.5578,1526.1,-8.329e-05,0.0033177
939,1477.4,3.5577,1526,-8.3281e-05,0.0033452
940,1477.8,3.5576,1525.9,-8.3272e-05,0.0033726
941,1478.2,3.5575,1525.9,-8.3263e-05,0.0033997
942,1478.6,3.5574,1525.8,-8.3254e-05,0.0034266
943,1479,3.5574,1525.8,-8.3245e-05,0.0034532
944,1479.3,3.5573,1525.7,-8.3236e-05,0.0034797
945,1479.7,3.5572,1525.7,-8.3227e-05,0.0035059
946,1480.1,3.5571,1525.6,-8.3218e-05,0.003532
947,1480.5,3.557,1525.6,-8.3209e-05,0.0035578
948,1480.9,3.5569,1525.5,-8.32e-05,0.0035834
949,1481.2,3.5569,1525.4,-8.3191e-05,0.0036089
950,1481.6,3.5568,1525.4,-8.3182e-05,0.0036341
951,1481.9,3.5567,1525.3,-8.3173e-05,0.0036591
952,1482.3,3.5566,1525.3,-8.3164e-05,0.0036839
953,1482.7,3.5565,1525.2,-8.3155e-05,0.0037085
