Tempo/s,VazaoEntrada,Level/m,Vazao,DeltaHt,DeltaQx
641,1033.8,3.3712,1208.7,0.001503,0
642,1033.7,3.3728,1209.7,0.0015043,4.6893e-05
643,1033.7,3.3743,1210.6,0.0015055,6.3882e-05
644,1033.7,3.3758,1211.5,0.0015067,5.1318e-05
645,1033.7,3.3773,1212.5,0.0015078,9.5548e-06
646,1033.7,3.3788,1213.4,0.0015088,-6.1058e-05
647,1033.7,3.3803,1214.3,0.0015098,-0.00016017
648,1033.8,3.3818,1215.3,0.0015108,-0.00028744
649,1033.9,3.3833,1216.2,0.0015117,-0.0004425
650,1033.9,3.3848,1217.1,0.0015126,-0.00062503
651,1034,3.3863,1218.1,0.0015134,-0.00083466
652,1034.2,3.3879,1219,0.0015142,-0.0010711
653,1034.3,3.3894,1220,0.0015149,-0.0013339
654,1034.5,3.3909,1220.9,0.0015156,-0.0016228
655,1034.6,3.3924,1221.8,0.0015162,-0.0019374
656,1034.8,3.3939,1222.8,0.0015168,-0.0022775
657,1035,3.3954,1223.7,0.0015173,-0.0026426
658,1035.3,3.397,1224.6,0.0015178,-0.0030324
659,1035.5,3.3985,1225.6,0.0015182,-0.0034466
660,1035.8,3.4,1226.5,0.0015186,-0.0038849
661,1036.1,3.4015,1227.4,0.0015189,-0.0043468
662,1036.4,3.403,1228.4,0.0015192,-0.0048322
663,1036.7,3.4046,1229.3,0.0015195,-0.0053406
664,1037,3.4061,1230.3,0.0015197,-0.0058717
665,1037.4,3.4076,1231.2,0.0015198,-0.0064251
666,1037.7,3.4091,1232.1,0.0015199,-0.0070007
667,1038.1,3.4106,1233.1,0.00152,-0.0075979
668,1038.5,3.4122,1234,0.00152,-0.0082165
669,1039,3.4137,1234.9,0.00152,-0.0088562
670,1039.4,3.4152,1235.9,0.0015199,-0.0095167
671,1039.9,3.4167,1236.8,0.0015198,-0.010197
672,1040.4,3.4182,1237.7,0.0015196,-0.010898
673,1040.9,3.4198,1238.7,0.0015194,-0.011619
674,1041.4,3.4213,1239.6,0.0015192,-0.012359
675,1041.9,3.4228,1240.5,0.0015188,-0.013118
676,1042.5,3.4243,1241.4,0.0015185,-0.013896
677,1043,3.4258,1242.4,0.0015181,-0.014693
678,1043.6,3.4273,1243.3,0.0015177,-0.015508
679,1044.2,3.4289,1244.2,0.0015172,-0.01634
680,1044.9,3.4304,1245.2,0.0015167,-0.01719
681,1045.5,3.4319,1246.1,0.0015161,-0.018057
682,1046.2,3.4334,1247,0.0015155,-0.018941
683,1046.8,3.4349,1247.9,0.0015148,-0.019842
684,1047.5,3.4364,1248.9,0.0015141,-0.020759
685,1048.3,3.438,1249.8,0.0015134,-0.021692
686,1049,3.4395,1250.7,0.0015126,-0.02264
687,1049.8,3.441,1251.6,0.0015118,-0.023604
688,1050.5,3.4425,1252.6,0.0015109,-0.024583
689,1051.3,3.444,1253.5,0.00151,-0.025576
690,1052.1,3.4455,1254.4,0.0015091,-0.026584
691,1052.9,3.447,1255.3,0.0015081,-0.027606
692,1053.8,3.4485,1256.2,0.0015071,-0.028642
693,1054.6,3.45,1257.2,0.001506,-0.029691
694,1055.5,3.4515,1258.1,0.0015049,-0.030753
695,1056.4,3.453,1259,0.0015037,-0.031828
696,1057.3,3.4545,1259.9,0.0015025,-0.032916
697,1058.2,3.456,1260.8,0.0015013,-0.034016
698,1059.2,3.4575,1261.7,0.0015,-0.035128
699,1060.1,3.459,1262.6,0.0014987,-0.036251
700,1061.1,3.4605,1263.5,0.0014974,-0.037386
701,1062.1,3.462,1264.4,0.001496,-0.038532
702,1063.1,3.4635,1265.4,0.0014946,-0.039689
703,1064.2,3.465,1266.3,0.0014931,-0.040856
704,1065.2,3.4665,1267.2,0.0014916,-0.042033
705,1066.3,3.468,1268.1,0.0014901,-0.04322
706,1067.4,3.4695,1269,0.0014885,-0.044417
707,1068.4,3.4709,1269.9,0.0014869,-0.045623
708,1069.6,3.4724,1270.8,0.0014852,-0.046838
709,1070.7,3.4739,1271.7,0.0014835,-0.048062
710,1071.8,3.4754,1272.6,0.0014818,-0.049294
711,1073,3.4769,1273.4,0.00148,-0.050534
712,1074.2,3.4783,1274.3,0.0014783,-0.051782
713,1075.4,3.4798,1275.2,0.0014764,-0.053037
714,1076.6,3.4813,1276.1,0.0014746,-0.0543
715,1077.8,3.4828,1277,0.0014727,-0.05557
716,1079,3.4842,1277.9,0.0014707,-0.056846
717,1080.3,3.4857,1278.8,0.0014688,-0.058129
718,1081.5,3.4872,1279.7,0.0014668,-0.059418
719,1082.8,3.4886,1280.5,0.0014647,-0.060712
720,1084.1,3.4901,1281.4,0.0014626,-0.062012
721,1085.4,3.4915,1282.3,0.0014605,-0.063318
722,1086.8,3.493,1283.2,0.0014584,-0.064628
723,1088.1,3.4945,1284.1,0.0014562,-0.065943
724,1089.5,3.4959,1284.9,0.001454,-0.067263
725,1090.8,3.4974,1285.8,0.0014518,-0.068587
726,1092.2,3.4988,1286.7,0.0014496,-0.069914
727,1093.6,3.5003,1287.5,0.0014473,-0.071246
728,1095,3.5017,1288.4,0.0014449,-0.07258
729,1096.5,3.5031,1289.3,0.0014426,-0.073918
730,1097.9,3.5046,1290.1,0.0014402,-0.075259
731,1099.4,3.506,1291,0.0014378,-0.076602
732,1100.8,3.5074,1291.8,0.0014353,-0.077947
733,1102.3,3.5089,1292.7,0.0014329,-0.079294
734,1103.8,3.5103,1293.6,0.0014304,-0.080644
735,1105.3,3.5117,1294.4,0.0014278,-0.081994
736,1106.9,3.5131,1295.3,0.0014253,-0.083346
737,1108.4,3.5146,1296.1,0.0014227,-0.084699
738,1109.9,3.516,1297,0.0014201,-0.086052
739,1111.5,3.5174,1297.8,0.0014174,-0.087407
740,1113.1,3.5188,1298.6,0.0014147,-0.088761
741,1114.7,3.5202,1299.5,0.001412,-0.090115
742,1116.3,3.5216,1300.3,0.0014093,-0.091469
743,1117.9,3.523,1301.2,0.0014066,-0.092822
744,1119.5,3.5244,1302,0.0014038,-0.094175
745,1121.1,3.5258,1302.8,0.001401,-0.095526
746,1122.8,3.5272,1303.7,0.0013982,-0.096877
747,1124.4,3.5286,1304.5,0.0013953,-0.098226
748,1126.1,3.53,1305.3,0.0013924,-0.099573
749,1127.8,3.5314,1306.1,0.0013895,-0.10092
750,1129.5,3.5328,1307,0.0013866,-0.10226
751,1131.2,3.5342,1307.8,0.0013836,-0.1036
752,1132.9,3.5355,1308.6,0.0013807,-0.10494
753,1134.6,3.5369,1309.4,0.0013777,-0.10627
754,1136.3,3.5383,1310.2,0.0013747,-0.1076
755,1138.1,3.5397,1311,0.0013716,-0.10893
756,1139.8,3.541,1311.8,0.0013685,-0.11026
757,1141.6,3.5424,1312.6,0.0013655,-0.11158
758,1143.3,3.5437,1313.4,0.0013623,-0.1129
759,1145.1,3.5451,1314.2,0.0013592,-0.11421
760,1146.9,3.5464,1315,0.0013561,-0.11552
761,1148.7,3.5478,1315.8,0.0013529,-0.11682
762,1150.5,3.5491,1316.6,0.0013497,-0.11812
763,1152.3,3.5505,1317.4,0.0013465,-0.11941
764,1154.2,3.5518,1318.2,0.0013432,-0.1207
765,1156,3.5532,1319,0.00134,-0.12198
766,1157.8,3.5545,1319.8,0.0013367,-0.12326
767,1159.7,3.5558,1320.6,0.0013334,-0.12453
768,1161.6,3.5572,1321.4,0.0013301,-0.12579
769,1163.4,3.5585,1322.1,0.0013268,-0.12705
770,1165.3,3.5598,1322.9,0.0013234,-0.1283
771,1167.2,3.5611,1323.7,0.0013201,-0.12955
772,1169.1,3.5624,1324.5,0.0013167,-0.13078
773,1171,3.5637,1325.2,0.0013133,-0.13201
774,1172.9,3.565,1326,0.0013099,-0.13324
775,1174.8,3.5663,1326.7,0.0013064,-0.13445
776,1176.7,3.5676,1327.5,0.001303,-0.13566
777,1178.6,3.5689,1328.3,0.0012995,-0.13686
778,1180.6,3.5702,1329,0.001296,-0.13805
779,1182.5,3.5715,1329.8,0.0012925,-0.13924
780,1184.4,3.5728,1330.5,0.001289,-0.14041
781,1186.4,3.5741,1331.3,0.0012855,-0.14158
782,1188.3,3.5754,1332,0.0012819,-0.14274
783,1190.3,3.5766,1332.8,0.0012784,-0.14389
784,1192.3,3.5779,1333.5,0.0012748,-0.14503
785,1194.2,3.5792,1334.2,0.0012712,-0.14616
786,1196.2,3.5804,1335,0.0012676,-0.14728
787,1198.2,3.5817,1335.7,0.001264,-0.14839
788,1200.2,3.583,1336.4,0.0012603,-0.14949
789,1202.2,3.5842,1337.2,0.0012567,-0.15058
790,1204.2,3.5855,1337.9,0.001253,-0.15166
791,1206.2,3.5867,1338.6,0.0012494,-0.15274
792,1208.2,3.588,1339.3,0.0012457,-0.1538
793,1210.2,3.5892,1340.1,0.001242,-0.15485
794,1212.2,3.5904,1340.8,0.0012383,-0.15589
795,1214.2,3.5917,1341.5,0.0012346,-0.15692
796,1216.3,3.5929,1342.2,0.0012308,-0.15794
797,1218.3,3.5941,1342.9,0.0012271,-0.15895
798,1220.3,3.5953,1343.6,0.0012233,-0.15994
799,1222.3,3.5965,1344.3,0.0012196,-0.16093
800,1224.4,3.5978,1345,0.0012158,-0.1619
801,1226.4,3.599,1345.7,0.001212,-0.16287
802,1228.4,3.6002,1346.4,0.0012082,-0.16382
803,1230.5,3.6014,1347.1,0.0012044,-0.16476
804,1232.5,3.6026,1347.8,0.0012006,-0.16568
805,1234.6,3.6038,1348.5,0.0011968,-0.1666
806,1236.6,3.6049,1349.1,0.0011929,-0.1675
807,1238.7,3.6061,1349.8,0.0011891,-0.16839
808,1240.7,3.6073,1350.5,0.0011853,-0.16927
809,1242.8,3.6085,1351.2,0.0011814,-0.17014
810,1244.8,3.6097,1351.8,0.0011775,-0.17099
811,1246.9,3.6108,1352.5,0.0011737,-0.17183
812,1248.9,3.612,1353.2,0.0011698,-0.17266
813,1251,3.6132,1353.8,0.0011659,-0.17348
814,1253,3.6143,1354.5,0.001162,-0.17428
815,1255.1,3.6155,1355.2,0.0011581,-0.17507
816,1257.1,3.6166,1355.8,0.0011542,-0.17585
817,1259.2,3.6178,1356.5,0.0011503,-0.17661
818,1261.2,3.6189,1357.1,0.0011463,-0.17736
819,1263.3,3.6201,1357.8,0.0011424,-0.1781
820,1265.4,3.6212,1358.4,0.0011385,-0.17882
821,1267.4,3.6223,1359.1,0.0011345,-0.17954
822,1269.5,3.6234,1359.7,0.0011306,-0.18023
823,1271.5,3.6246,1360.3,0.0011266,-0.18092
824,1273.6,3.6257,1361,0.0011227,-0.18159
825,1275.6,3.6268,1361.6,0.0011187,-0.18224
826,1277.7,3.6279,1362.2,0.0011147,-0.18289
827,1279.7,3.629,1362.9,0.0011107,-0.18352
828,1281.8,3.6301,1363.5,0.0011068,-0.18413
829,1283.8,3.6312,1364.1,0.0011028,-0.18473
830,1285.8,3.6323,1364.7,0.0010988,-0.18532
831,1287.9,3.6334,1365.3,0.0010948,-0.18589
832,1289.9,3.6345,1366,0.0010908,-0.18645
833,1292,3.6356,1366.6,0.0010868,-0.187
834,1294,3.6367,1367.2,0.0010828,-0.18753
835,1296,3.6377,1367.8,0.0010788,-0.18805
836,1298,3.6388,1368.4,0.0010748,-0.18855
837,1300.1,3.6399,1369,0.0010707,-0.18904
838,1302.1,3.6409,1369.6,0.0010667,-0.18952
839,1304.1,3.642,1370.2,0.0010627,-0.18998
840,1306.1,3.643,1370.8,0.0010587,-0.19043
841,1308.1,3.6441,1371.3,0.0010547,-0.19086
842,1310.1,3.6451,1371.9,0.0010506,-0.19128
843,1312.2,3.6462,1372.5,0.0010466,-0.19168
844,1314.2,3.6472,1373.1,0.0010426,-0.19207
845,1316.1,3.6483,1373.7,0.0010385,-0.19245
846,1318.1,3.6493,1374.2,0.0010345,-0.19281
847,1320.1,3.6503,1374.8,0.0010305,-0.19316
848,1322.1,3.6513,1375.4,0.0010264,-0.19349
849,1324.1,3.6524,1376,0.0010224,-0.19381
850,1326.1,3.6534,1376.5,0.0010183,-0.19412
851,1328,3.6544,1377.1,0.0010143,-0.19441
852,1330,3.6554,1377.6,0.0010102,-0.19469
853,1332,3.6564,1378.2,0.0010062,-0.19495
854,1333.9,3.6574,1378.7,0.0010021,-0.1952
855,1335.9,3.6584,1379.3,0.00099809,-0.19543
856,1337.8,3.6594,1379.8,0.00099405,-0.19565
857,1339.7,3.6604,1380.4,0.00099,-0.19586
858,1341.7,3.6613,1380.9,0.00098595,-0.19605
859,1343.6,3.6623,1381.5,0.0009819,-0.19623
860,1345.5,3.6633,1382,0.00097785,-0.19639
861,1347.4,3.6643,1382.5,0.0009738,-0.19654
862,1349.3,3.6652,1383.1,0.00096975,-0.19668
863,1351.2,3.6662,1383.6,0.0009657,-0.1968
864,1353.1,3.6671,1384.1,0.00096166,-0.19691
865,1355,3.6681,1384.7,0.00095761,-0.197
866,1356.9,3.669,1385.2,0.00095356,-0.19708
867,1358.8,3.67,1385.7,0.00094951,-0.19715
868,1360.6,3.6709,1386.2,0.00094547,-0.1972
869,1362.5,3.6719,1386.7,0.00094142,-0.19724
870,1364.3,3.6728,1387.2,0.00093738,-0.19727
871,1366.2,3.6737,1387.7,0.00093334,-0.19728
872,1368,3.6747,1388.2,0.0009293,-0.19728
873,1369.9,3.6756,1388.7,0.00092526,-0.19726
874,1371.7,3.6765,1389.2,0.00092122,-0.19724
875,1373.5,3.6774,1389.7,0.00091718,-0.19719
876,1375.3,3.6783,1390.2,0.00091314,-0.19714
877,1377.1,3.6792,1390.7,0.00090911,-0.19707
878,1378.9,3.6801,1391.2,0.00090508,-0.19699
879,1380.7,3.681,1391.7,0.00090105,-0.1969
880,1382.5,3.6819,1392.2,0.00089702,-0.19679
881,1384.2,3.6828,1392.7,0.00089299,-0.19667
882,1386,3.6837,1393.1,0.00088897,-0.19654
883,1387.7,3.6846,1393.6,0.00088494,-0.19639
884,1389.5,3.6854,1394.1,0.00088092,-0.19624
885,1391.2,3.6863,1394.6,0.0008769,-0.19606
886,1392.9,3.6872,1395,0.00087289,-0.19588
887,1394.6,3.6881,1395.5,0.00086888,-0.19569
888,1396.4,3.6889,1396,0.00086486,-0.19548
889,1398.1,3.6898,1396.4,0.00086086,-0.19526
890,1399.7,3.6906,1396.9,0.00085685,-0.19503
891,1401.4,3.6915,1397.3,0.00085285,-0.19478
892,1403.1,3.6923,1397.8,0.00084885,-0.19452
893,1404.8,3.6932,1398.2,0.00084485,-0.19426
894,1406.4,3.694,1398.7,0.00084085,-0.19398
895,1408.1,3.6948,1399.1,0.00083686,-0.19368
896,1409.7,3.6957,1399.6,0.00083287,-0.19338
897,1411.3,3.6965,1400,0.00082889,-0.19307
898,1412.9,3.6973,1400.4,0.0008249,-0.19274
899,1414.5,3.6981,1400.9,0.00082092,-0.1924
900,1416.1,3.6989,1401.3,0.00081695,-0.19205
901,1417.7,3.6997,1401.7,0.00081297,-0.19169
902,1419.3,3.7005,1402.2,0.000809,-0.19132
903,1420.9,3.7013,1402.6,0.00080503,-0.19094
904,1422.4,3.7021,1403,0.00080107,-0.19054
905,1424,3.7029,1403.4,0.00079711,-0.19014
906,1425.5,3.7037,1403.8,0.00079315,-0.18973
907,1427,3.7045,1404.2,0.0007892,-0.1893
908,1428.5,3.7053,1404.7,0.00078525,-0.18887
909,1430,3.7061,1405.1,0.0007813,-0.18842
910,1431.5,3.7068,1405.5,0.00077736,-0.18796
911,1433,3.7076,1405.9,0.00077342,-0.1875
912,1434.5,3.7084,1406.3,0.00076948,-0.18702
913,1436,3.7091,1406.7,0.00076555,-0.18654
914,1437.4,3.7099,1407.1,0.00076162,-0.18604
915,1438.9,3.7107,1407.5,0.0007577,-0.18553
916,1440.3,3.7114,1407.9,0.00075378,-0.18502
917,1441.7,3.7121,1408.2,0.00074986,-0.18449
918,1443.1,3.7129,1408.6,0.00074595,-0.18396
919,1444.5,3.7136,1409,0.00074204,-0.18342
920,1445.9,3.7144,1409.4,0.00073813,-0.18287
921,1447.3,3.7151,1409.8,0.00073423,-0.1823
922,1448.7,3.7158,1410.1,0.00073033,-0.18174
923,1450,3.7165,1410.5,0.00072644,-0.18116
924,1451.4,3.7173,1410.9,0.00072255,-0.18057
925,1452.7,3.718,1411.3,0.00071866,-0.17997
926,1454,3.7187,1411.6,0.00071478,-0.17937
927,1455.3,3.7194,1412,0.0007109,-0.17876
928,1456.6,3.7201,1412.3,0.00070703,-0.17814
929,1457.9,3.7208,1412.7,0.00070316,-0.17751
930,1459.2,3.7215,1413.1,0.00069929,-0.17687
931,1460.5,3.7222,1413.4,0.00069543,-0.17623
932,1461.7,3.7229,1413.8,0.00069157,-0.17558
933,1463,3.7236,1414.1,0.00068772,-0.17492
934,1464.2,3.7242,1414.5,0.00068387,-0.17425
935,1465.5,3.7249,1414.8,0.00068002,-0.17358
936,1466.7,3.7256,1415.1,0.00067618,-0.1729
937,1467.9,3.7262,1415.5,0.00067234,-0.17221
938,1469.1,3.7269,1415.8,0.00066851,-0.17152
939,1470.3,3.7276,1416.1,0.00066468,-0.17081
940,1471.4,3.7282,1416.5,0.00066086,-0.17011
941,1472.6,3.7289,1416.8,0.00065704,-0.16939
942,1473.7,3.7295,1417.1,0.00065322,-0.16867
943,1474.9,3.7302,1417.5,0.00064941,-0.16794
944,1476,3.7308,1417.8,0.0006456,-0.16721
945,1477.1,3.7315,1418.1,0.00064179,-0.16647
946,1478.2,3.7321,1418.4,0.00063799,-0.16572
947,1479.3,3.7327,1418.7,0.0006342,-0.16497
948,1480.4,3.7334,1419,0.00063041,-0.16421
949,1481.5,3.734,1419.4,0.00062662,-0.16345
950,1482.5,3.7346,1419.7,0.00062284,-0.16268
