Tempo/s,VazaoEntrada,Level/m,Vazao,DeltaHt,DeltaQx
248,1422.8,3.081,1435.1,7.5891e-05,0
249,1422.8,3.0811,1435.2,7.865e-05,5.565e-05
250,1422.9,3.0811,1435.3,8.1449e-05,0.00011077
251,1422.9,3.0812,1435.4,8.4289e-05,0.00016536
252,1423,3.0813,1435.5,8.7171e-05,0.00021944
253,1423,3.0814,1435.6,9.0094e-05,0.000273
254,1423.1,3.0815,1435.7,9.3059e-05,0.00032605
255,1423.1,3.0816,1435.8,9.6066e-05,0.00037859
256,1423.2,3.0817,1436,9.9115e-05,0.00043063
257,1423.2,3.0818,1436.1,0.00010221,0.00048218
258,1423.3,3.0819,1436.2,0.00010534,0.00053323
259,1423.3,3.082,1436.3,0.00010852,0.00058379
260,1423.3,3.0822,1436.4,0.00011174,0.00063385
261,1423.4,3.0823,1436.6,0.000115,0.00068344
262,1423.4,3.0824,1436.7,0.00011831,0.00073254
263,1423.5,3.0825,1436.8,0.00012165,0.00078115
264,1423.5,3.0826,1437,0.00012505,0.00082929
265,1423.5,3.0828,1437.1,0.00012848,0.00087694
266,1423.6,3.0829,1437.3,0.00013196,0.00092411
267,1423.6,3.0831,1437.4,0.00013549,0.00097079
268,1423.7,3.0832,1437.6,0.00013905,0.001017
269,1423.7,3.0833,1437.7,0.00014267,0.0010627
270,1423.7,3.0835,1437.9,0.00014632,0.0011079
271,1423.8,3.0836,1438,0.00015002,0.0011526
272,1423.8,3.0838,1438.2,0.00015377,0.0011968
273,1423.8,3.084,1438.3,0.00015756,0.0012405
274,1423.8,3.0841,1438.5,0.00016139,0.0012836
275,1423.9,3.0843,1438.7,0.00016527,0.0013263
276,1423.9,3.0845,1438.9,0.00016919,0.0013683
277,1423.9,3.0847,1439,0.00017316,0.0014098
278,1424,3.0848,1439.2,0.00017717,0.0014508
279,1424,3.085,1439.4,0.00018123,0.0014912
280,1424,3.0852,1439.6,0.00018534,0.0015309
281,1424,3.0854,1439.8,0.00018948,0.00157
282,1424.1,3.0856,1440,0.00019368,0.0016085
283,1424.1,3.0858,1440.2,0.00019792,0.0016464
284,1424.1,3.086,1440.4,0.0002022,0.0016835
285,1424.1,3.0862,1440.6,0.00020653,0.00172
286,1424.2,3.0864,1440.8,0.0002109,0.0017557
287,1424.2,3.0867,1441,0.00021532,0.0017907
288,1424.2,3.0869,1441.3,0.00021979,0.0018249
289,1424.2,3.0871,1441.5,0.0002243,0.0018582
290,1424.2,3.0873,1441.7,0.00022885,0.0018908
291,1424.3,3.0876,1441.9,0.00023345,0.0019224
292,1424.3,3.0878,1442.2,0.00023809,0.0019532
293,1424.3,3.0881,1442.4,0.00024279,0.001983
294,1424.3,3.0883,1442.7,0.00024752,0.0020118
295,1424.3,3.0886,1442.9,0.0002523,0.0020396
296,1424.4,3.0888,1443.2,0.00025713,0.0020664
297,1424.4,3.0891,1443.4,0.000262,0.0020921
298,1424.4,3.0894,1443.7,0.00026691,0.0021166
299,1424.4,3.0897,1444,0.00027187,0.00214
300,1424.4,3.0899,1444.2,0.00027687,0.0021621
301,1424.5,3.0902,1444.5,0.00028192,0.002183
302,1424.5,3.0905,1444.8,0.00028702,0.0022025
303,1424.5,3.0908,1445.1,0.00029215,0.0022207
304,1424.5,3.0911,1445.4,0.00029734,0.0022375
305,1424.5,3.0914,1445.7,0.00030256,0.0022528
306,1424.5,3.0917,1446,0.00030783,0.0022666
307,1424.6,3.0921,1446.3,0.00031314,0.0022788
308,1424.6,3.0924,1446.6,0.0003185,0.0022894
309,1424.6,3.0927,1446.9,0.0003239,0.0022984
310,1424.6,3.093,1447.2,0.00032935,0.0023055
311,1424.6,3.0934,1447.5,0.00033483,0.0023109
312,1424.7,3.0937,1447.8,0.00034036,0.0023145
313,1424.7,3.0941,1448.2,0.00034594,0.0023161
314,1424.7,3.0944,1448.5,0.00035155,0.0023158
315,1424.7,3.0948,1448.9,0.00035721,0.0023134
316,1424.8,3.0952,1449.2,0.00036291,0.002309
317,1424.8,3.0955,1449.6,0.00036866,0.0023023
318,1424.8,3.0959,1449.9,0.00037444,0.0022935
319,1424.8,3.0963,1450.3,0.00038027,0.0022824
320,1424.9,3.0967,1450.6,0.00038613,0.0022689
321,1424.9,3.0971,1451,0.00039204,0.002253
322,1424.9,3.0975,1451.4,0.00039799,0.0022346
323,1424.9,3.0979,1451.8,0.00040398,0.0022136
324,1425,3.0983,1452.2,0.00041001,0.00219
325,1425,3.0988,1452.6,0.00041608,0.0021638
326,1425,3.0992,1453,0.0004222,0.0021348
327,1425.1,3.0996,1453.4,0.00042835,0.0021029
328,1425.1,3.1001,1453.8,0.00043453,0.0020682
329,1425.2,3.1005,1454.2,0.00044076,0.0020304
330,1425.2,3.101,1454.6,0.00044703,0.0019897
331,1425.2,3.1014,1455,0.00045333,0.0019458
332,1425.3,3.1019,1455.5,0.00045968,0.0018987
333,1425.3,3.1024,1455.9,0.00046606,0.0018484
334,1425.4,3.1028,1456.3,0.00047248,0.0017947
335,1425.4,3.1033,1456.8,0.00047893,0.0017377
336,1425.5,3.1038,1457.2,0.00048542,0.0016772
337,1425.5,3.1043,1457.7,0.00049195,0.0016131
338,1425.6,3.1048,1458.2,0.00049851,0.0015454
339,1425.6,3.1053,1458.6,0.00050511,0.001474
340,1425.7,3.1058,1459.1,0.00051175,0.0013989
341,1425.7,3.1064,1459.6,0.00051842,0.0013199
342,1425.8,3.1069,1460.1,0.00052512,0.001237
343,1425.9,3.1074,1460.6,0.00053185,0.0011501
344,1425.9,3.108,1461.1,0.00053862,0.0010592
345,1426,3.1085,1461.6,0.00054543,0.00096416
346,1426.1,3.1091,1462.1,0.00055226,0.00086492
347,1426.2,3.1097,1462.6,0.00055913,0.00076141
348,1426.3,3.1102,1463.2,0.00056603,0.00065357
349,1426.3,3.1108,1463.7,0.00057296,0.00054131
350,1426.4,3.1114,1464.2,0.00057992,0.00042458
351,1426.5,3.112,1464.8,0.00058692,0.0003033
352,1426.6,3.1126,1465.3,0.00059394,0.0001774
353,1426.7,3.1132,1465.9,0.00060099,4.6813e-05
354,1426.8,3.1138,1466.4,0.00060807,-8.8528e-05
355,1426.9,3.1144,1467,0.00061518,-0.00022869
356,1427,3.1151,1467.6,0.00062231,-0.00037375
357,1427.1,3.1157,1468.2,0.00062948,-0.00052376
358,1427.2,3.1164,1468.8,0.00063667,-0.0006788
359,1427.4,3.117,1469.4,0.00064389,-0.00083892
360,1427.5,3.1177,1470,0.00065113,-0.0010042
361,1427.6,3.1183,1470.6,0.0006584,-0.0011747
362,1427.7,3.119,1471.2,0.00066569,-0.0013505
363,1427.9,3.1197,1471.8,0.00067301,-0.0015316
364,1428,3.1204,1472.4,0.00068035,-0.0017181
365,1428.2,3.1211,1473.1,0.00068771,-0.0019101
366,1428.3,3.1218,1473.7,0.0006951,-0.0021076
367,1428.5,3.1225,1474.3,0.0007025,-0.0023107
368,1428.6,3.1232,1475,0.00070993,-0.0025195
369,1428.8,3.1239,1475.6,0.00071738,-0.0027339
370,1428.9,3.1247,1476.3,0.00072485,-0.0029541
371,1429.1,3.1254,1477,0.00073234,-0.0031801
372,1429.3,3.1261,1477.7,0.00073985,-0.003412
373,1429.5,3.1269,1478.3,0.00074738,-0.0036498
374,1429.7,3.1277,1479,0.00075493,-0.0038936
375,1429.9,3.1284,1479.7,0.00076249,-0.0041434
376,1430,3.1292,1480.4,0.00077007,-0.0043993
377,1430.3,3.13,1481.1,0.00077766,-0.0046613
378,1430.5,3.1308,1481.9,0.00078527,-0.0049295
379,1430.7,3.1316,1482.6,0.00079289,-0.0052039
380,1430.9,3.1324,1483.3,0.00080053,-0.0054846
381,1431.1,3.1332,1484.1,0.00080818,-0.0057716
382,1431.3,3.134,1484.8,0.00081585,-0.0060649
383,1431.6,3.1349,1485.6,0.00082352,-0.0063647
384,1431.8,3.1357,1486.3,0.00083121,-0.0066709
385,1432.1,3.1366,1487.1,0.00083891,-0.0069835
386,1432.3,3.1374,1487.8,0.00084662,-0.0073027
387,1432.6,3.1383,1488.6,0.00085433,-0.0076285
388,1432.9,3.1391,1489.4,0.00086206,-0.0079608
389,1433.1,3.14,1490.2,0.00086979,-0.0082998
390,1433.4,3.1409,1491,0.00087753,-0.0086454
391,1433.7,3.1418,1491.8,0.00088528,-0.0089978
392,1434,3.1427,1492.6,0.00089304,-0.0093568
393,1434.3,3.1436,1493.4,0.00090079,-0.0097226
394,1434.6,3.1445,1494.3,0.00090856,-0.010095
395,1434.9,3.1454,1495.1,0.00091632,-0.010475
396,1435.2,3.1464,1495.9,0.00092409,-0.010861
397,1435.6,3.1473,1496.8,0.00093186,-0.011254
